,advisorId,advisorScore
0,647731a58664fd383a5bfc15,512
1,647731a58664fd383a5bfc11,1187
2,647731a58664fd383a5bfc0f,1137
3,647731a58664fd383a5bfc13,412
4,647731a58664fd383a5bfc12,662
5,647731a58664fd383a5bfc14,487
6,647731a58664fd383a5bfc10,1025
7,647731a58664fd383a5bfc16,350
8,647731a58664fd383a5bfc18,425
9,647731a58664fd383a5bfc17,500
