,sessionId,isAI,expName,generation,trialIdx,trialType,networkId,score,maxLevelReached,myopic_score,ai_score
0,636e6aa45fa132cb00661dbd,True,rn-iii-pilot-1B,0,,social_learning_tryyourself,,,,,
1,636e6aa45fa132cb00661dbd,True,rn-iii-pilot-1B,0,0.0,individual,a753b1557d3c915271a6ce830e9fb224,240.0,3.0,0.0,240.0
2,636e6aa45fa132cb00661dbd,True,rn-iii-pilot-1B,0,1.0,individual,1dfc8f580927b954db7e07d8ff828bdd,400.0,3.0,0.0,400.0
3,636e6aa45fa132cb00661dbd,True,rn-iii-pilot-1B,0,2.0,individual,9592256e51af8f4eb91521ccdfd218ea,360.0,3.0,0.0,360.0
4,636e6aa45fa132cb00661dbd,True,rn-iii-pilot-1B,0,3.0,individual,6e9f593bc9cdd935b2849b170cbc32e6,240.0,3.0,160.0,240.0
5,636e6aa45fa132cb00661dbd,True,rn-iii-pilot-1B,0,4.0,individual,55e5ba6e22d25136b5b0607c4e98df7a,40.0,1.0,120.0,40.0
6,636e6aa45fa132cb00661dbd,True,rn-iii-pilot-1B,0,5.0,individual,4b16a2ebda13fd27f8689bb655e3d8c9,260.0,3.0,-160.0,260.0
7,636e6aa45fa132cb00661dbd,True,rn-iii-pilot-1B,0,6.0,demonstration,951474b11d66660c67bedec1ed6e211a,260.0,3.0,160.0,260.0
8,636e6aa45fa132cb00661dbd,True,rn-iii-pilot-1B,0,7.0,demonstration,46b61bc03e84376f11c13cc23cf01c02,340.0,3.0,20.0,340.0
9,636e6aa45fa132cb00661dbe,True,rn-iii-pilot-1B,0,,social_learning_tryyourself,,,,,
10,636e6aa45fa132cb00661dbe,True,rn-iii-pilot-1B,0,0.0,individual,00987dd6075966a50579cd6a5d6c25aa,120.0,3.0,120.0,120.0
11,636e6aa45fa132cb00661dbe,True,rn-iii-pilot-1B,0,1.0,individual,2b39436ed0b57014c4e997f166fad842,100.0,3.0,0.0,100.0
12,636e6aa45fa132cb00661dbe,True,rn-iii-pilot-1B,0,2.0,individual,0296edb665e004fbb5c1f1ad4d222bf0,60.0,3.0,20.0,60.0
13,636e6aa45fa132cb00661dbe,True,rn-iii-pilot-1B,0,3.0,individual,365d5afd55bbc3084a38948da9f4c75e,100.0,0.0,80.0,100.0
14,636e6aa45fa132cb00661dbe,True,rn-iii-pilot-1B,0,4.0,individual,05bde3dbc47ef473b009f2785d5df4bc,60.0,3.0,20.0,60.0
15,636e6aa45fa132cb00661dbe,True,rn-iii-pilot-1B,0,5.0,individual,c3e24e77dbebd25f48f69a501fc05912,520.0,3.0,120.0,520.0
16,636e6aa45fa132cb00661dbe,True,rn-iii-pilot-1B,0,6.0,demonstration,2727128cd200f3f74ca9e8c06b67aabf,100.0,3.0,40.0,100.0
17,636e6aa45fa132cb00661dbe,True,rn-iii-pilot-1B,0,7.0,demonstration,b2e4dcab40b917a7768b314808236218,-20.0,3.0,120.0,-20.0
18,636e6aa45fa132cb00661dbf,True,rn-iii-pilot-1B,0,,social_learning_tryyourself,,,,,
19,636e6aa45fa132cb00661dbf,True,rn-iii-pilot-1B,0,0.0,individual,67cae59445568e67f29406e24ed81745,100.0,3.0,40.0,100.0
20,636e6aa45fa132cb00661dbf,True,rn-iii-pilot-1B,0,1.0,individual,de4b5fdda1ce10142f9432589de3450c,80.0,0.0,80.0,80.0
21,636e6aa45fa132cb00661dbf,True,rn-iii-pilot-1B,0,2.0,individual,a77468882fbbc78e9e533be474ff6103,80.0,3.0,-20.0,80.0
22,636e6aa45fa132cb00661dbf,True,rn-iii-pilot-1B,0,3.0,individual,a9f83d7a0de624fd134fdf493f1787b4,380.0,3.0,60.0,380.0
23,636e6aa45fa132cb00661dbf,True,rn-iii-pilot-1B,0,4.0,individual,d34326335f83440426711c69ce29bf61,80.0,3.0,160.0,80.0
24,636e6aa45fa132cb00661dbf,True,rn-iii-pilot-1B,0,5.0,individual,5e6c56147a6e0b42728439c72661ebe5,100.0,3.0,20.0,100.0
25,636e6aa45fa132cb00661dbf,True,rn-iii-pilot-1B,0,6.0,demonstration,afadea57052083d15c8a3b911d17bcb6,-80.0,1.0,120.0,-80.0
26,636e6aa45fa132cb00661dbf,True,rn-iii-pilot-1B,0,7.0,demonstration,bf0cada22033f8d16b9a967a02892c95,-40.0,3.0,60.0,-40.0
27,636e6aa45fa132cb00661dc0,True,rn-iii-pilot-1B,0,,social_learning_tryyourself,,,,,
