,sessionId,trialID,step,Unnamed: 0,isAI,condition,ExperimentName,generation,trialType,trialIdx
122,636e575d5fa132cb00661db4,7,8,6,False,human_lineage,rn-iii-pilot-1A,0,individual,7
123,636e575d5fa132cb00661db4,8,8,6,False,human_lineage,rn-iii-pilot-1A,0,individual,8
124,636e575d5fa132cb00661db4,9,8,6,False,human_lineage,rn-iii-pilot-1A,0,individual,9
125,636e575d5fa132cb00661db4,10,8,6,False,human_lineage,rn-iii-pilot-1A,0,individual,10
126,636e575d5fa132cb00661db4,11,7,6,False,human_lineage,rn-iii-pilot-1A,0,individual,11
127,636e575d5fa132cb00661db4,12,8,6,False,human_lineage,rn-iii-pilot-1A,0,individual,12
128,636e575d5fa132cb00661db4,13,6,6,False,human_lineage,rn-iii-pilot-1A,0,individual,13
129,636e575d5fa132cb00661db4,14,8,6,False,human_lineage,rn-iii-pilot-1A,0,individual,14
130,636e575d5fa132cb00661db4,15,8,6,False,human_lineage,rn-iii-pilot-1A,0,individual,15
131,636e575d5fa132cb00661db4,16,8,6,False,human_lineage,rn-iii-pilot-1A,0,individual,16
132,636e575d5fa132cb00661db4,17,8,6,False,human_lineage,rn-iii-pilot-1A,0,individual,17
133,636e575d5fa132cb00661db4,18,8,6,False,human_lineage,rn-iii-pilot-1A,0,individual,18
134,636e575d5fa132cb00661db4,19,8,6,False,human_lineage,rn-iii-pilot-1A,0,individual,19
135,636e575d5fa132cb00661db4,20,8,6,False,human_lineage,rn-iii-pilot-1A,0,individual,20
136,636e575d5fa132cb00661db4,21,8,6,False,human_lineage,rn-iii-pilot-1A,0,individual,21
137,636e575d5fa132cb00661db4,23,8,6,False,human_lineage,rn-iii-pilot-1A,0,demonstration,23
138,636e575d5fa132cb00661db4,24,8,6,False,human_lineage,rn-iii-pilot-1A,0,demonstration,24
139,636e575d5fa132cb00661db5,4,8,7,False,human_lineage,rn-iii-pilot-1A,0,individual,4
140,636e575d5fa132cb00661db5,5,8,7,False,human_lineage,rn-iii-pilot-1A,0,individual,5
141,636e575d5fa132cb00661db5,6,8,7,False,human_lineage,rn-iii-pilot-1A,0,individual,6
142,636e575d5fa132cb00661db5,7,8,7,False,human_lineage,rn-iii-pilot-1A,0,individual,7
143,636e575d5fa132cb00661db5,8,8,7,False,human_lineage,rn-iii-pilot-1A,0,individual,8
144,636e575d5fa132cb00661db5,9,8,7,False,human_lineage,rn-iii-pilot-1A,0,individual,9
145,636e575d5fa132cb00661db5,10,8,7,False,human_lineage,rn-iii-pilot-1A,0,individual,10
146,636e575d5fa132cb00661db5,11,8,7,False,human_lineage,rn-iii-pilot-1A,0,individual,11
147,636e575d5fa132cb00661db5,12,8,7,False,human_lineage,rn-iii-pilot-1A,0,individual,12
148,636e575d5fa132cb00661db5,13,8,7,False,human_lineage,rn-iii-pilot-1A,0,individual,13
149,636e575d5fa132cb00661db5,14,8,7,False,human_lineage,rn-iii-pilot-1A,0,individual,14
150,636e575d5fa132cb00661db5,15,8,7,False,human_lineage,rn-iii-pilot-1A,0,individual,15
151,636e575d5fa132cb00661db5,16,8,7,False,human_lineage,rn-iii-pilot-1A,0,individual,16
152,636e575d5fa132cb00661db5,17,8,7,False,human_lineage,rn-iii-pilot-1A,0,individual,17
153,636e575d5fa132cb00661db5,18,7,7,False,human_lineage,rn-iii-pilot-1A,0,individual,18
154,636e575d5fa132cb00661db5,19,8,7,False,human_lineage,rn-iii-pilot-1A,0,individual,19
155,636e575d5fa132cb00661db5,20,8,7,False,human_lineage,rn-iii-pilot-1A,0,individual,20
156,636e575d5fa132cb00661db5,21,8,7,False,human_lineage,rn-iii-pilot-1A,0,individual,21
157,636e575d5fa132cb00661db5,23,8,7,False,human_lineage,rn-iii-pilot-1A,0,demonstration,23
158,636e575d5fa132cb00661db5,24,8,7,False,human_lineage,rn-iii-pilot-1A,0,demonstration,24
159,636e575d5fa132cb00661db6,4,8,8,False,human_lineage,rn-iii-pilot-1A,0,individual,4
160,636e575d5fa132cb00661db6,5,8,8,False,human_lineage,rn-iii-pilot-1A,0,individual,5
161,636e575d5fa132cb00661db6,6,8,8,False,human_lineage,rn-iii-pilot-1A,0,individual,6
162,636e575d5fa132cb00661db6,7,8,8,False,human_lineage,rn-iii-pilot-1A,0,individual,7
163,636e575d5fa132cb00661db6,8,8,8,False,human_lineage,rn-iii-pilot-1A,0,individual,8
164,636e575d5fa132cb00661db6,9,8,8,False,human_lineage,rn-iii-pilot-1A,0,individual,9
