playerId,trialIdx,trialType,score,maxLevelReached,move_1,move_2,move_3,move_4,move_5,move_6,move_7,move_8,networkId,myopic_score,ai_score,sessionId
195,15.0,individual,200.0,2.0,-50.0,-50.0,100.0,100.0,0.0,0.0,100.0,0.0,4ebf3d788f9f7436b18f180e6b7cc4c6,300.0,1650.0,649d8d61d98de2a0b3c50195
195,16.0,individual,0.0,2.0,-50.0,100.0,0.0,0.0,-50.0,100.0,-50.0,-50.0,8f79fde611e2a6cf0edcaa6b38e3c568,0.0,1250.0,649d8d61d98de2a0b3c50195
195,17.0,individual,0.0,2.0,-50.0,-50.0,100.0,0.0,-50.0,100.0,0.0,-50.0,16e4244fc480d81dcfc1310bb27ef9ff,300.0,1650.0,649d8d61d98de2a0b3c50195
195,,try_yourself,,,,,,,,,,,,,,649d8d61d98de2a0b3c50195
195,,demonstration,,,,,,,,,,,,,,649d8d61d98de2a0b3c50195
196,4.0,individual,300.0,2.0,100.0,0.0,100.0,-50.0,-50.0,100.0,100.0,0.0,6e290f2b662f701b0455cadadef496b3,400.0,1150.0,649d8d61d98de2a0b3c50196
196,5.0,individual,-50.0,3.0,-50.0,-50.0,100.0,0.0,100.0,-50.0,-50.0,-50.0,9c9f5cc4c1186f0cc378271d907aa25d,400.0,1450.0,649d8d61d98de2a0b3c50196
196,6.0,individual,850.0,4.0,0.0,-50.0,-50.0,-50.0,200.0,200.0,400.0,200.0,1a5d2ab3b75e9cbe5d9076985b07901b,0.0,1250.0,649d8d61d98de2a0b3c50196
196,7.0,individual,200.0,1.0,0.0,100.0,-50.0,100.0,0.0,100.0,0.0,-50.0,8cedc35ffb61727fd186c6a77fd3f2ed,400.0,1250.0,649d8d61d98de2a0b3c50196
196,8.0,individual,150.0,2.0,-50.0,100.0,100.0,0.0,100.0,0.0,-50.0,-50.0,06f8dea970e8457cc596ad1a48ffb6ac,500.0,1250.0,649d8d61d98de2a0b3c50196
196,9.0,individual,100.0,1.0,100.0,0.0,0.0,-50.0,100.0,0.0,0.0,-50.0,6b8ac210b6f13c2145ac7f06802b4679,100.0,1150.0,649d8d61d98de2a0b3c50196
196,10.0,individual,800.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3393262377b1bd90ad32bc698f674e17,800.0,1050.0,649d8d61d98de2a0b3c50196
196,11.0,individual,450.0,1.0,100.0,-50.0,100.0,100.0,0.0,100.0,0.0,100.0,70426afea61f991c2b23d6ccb9a951d1,400.0,1250.0,649d8d61d98de2a0b3c50196
196,12.0,individual,800.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,b1224693efa0e2cb9f78489610cf6b37,800.0,1250.0,649d8d61d98de2a0b3c50196
196,13.0,individual,300.0,1.0,100.0,100.0,-50.0,0.0,100.0,-50.0,0.0,100.0,a72dee07ca268c08550f79b7c47b6848,200.0,1150.0,649d8d61d98de2a0b3c50196
196,14.0,individual,300.0,1.0,100.0,0.0,100.0,0.0,100.0,-50.0,100.0,-50.0,bbbc0b962a0e02b9cfbc038155ac3bad,400.0,1450.0,649d8d61d98de2a0b3c50196
196,15.0,individual,500.0,0.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,5f44c6cca2cfc49b52d5cfd5a51c0d90,700.0,750.0,649d8d61d98de2a0b3c50196
196,16.0,individual,400.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,21c95fb645a5bcb88c2c2cc34e3ab96c,400.0,1250.0,649d8d61d98de2a0b3c50196
196,17.0,individual,550.0,1.0,-50.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,522a485405080e68162c1fa43ed09365,800.0,1450.0,649d8d61d98de2a0b3c50196
196,,try_yourself,,,,,,,,,,,,,,649d8d61d98de2a0b3c50196
196,,demonstration,,,,,,,,,,,,,,649d8d61d98de2a0b3c50196
197,4.0,individual,1250.0,4.0,-50.0,-50.0,-50.0,200.0,400.0,200.0,200.0,400.0,c6b4da4124630ed20f71272eba0e86bb,700.0,1650.0,649d8d61d98de2a0b3c50197
197,5.0,individual,850.0,4.0,-50.0,-50.0,-50.0,200.0,200.0,200.0,200.0,200.0,8eb1be24a742203e03d35e1c02e062d9,400.0,850.0,649d8d61d98de2a0b3c50197
197,6.0,individual,200.0,2.0,-50.0,-50.0,100.0,-50.0,100.0,100.0,-50.0,100.0,fb60bb522a3fbbc1096b3a777565eb62,700.0,1650.0,649d8d61d98de2a0b3c50197
197,7.0,individual,-100.0,2.0,-50.0,-50.0,100.0,-50.0,-50.0,100.0,-50.0,-50.0,1ec268fe7de605220a0e626059e68876,600.0,850.0,649d8d61d98de2a0b3c50197
197,8.0,individual,400.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,1c2854883b57c72aad33a1aebb5f85a6,400.0,1050.0,649d8d61d98de2a0b3c50197
