session_id,session_name,condition,generation,within_generation_idx,started_at,time_spend,expired,replaced,ai_player,simulated_subject,advisor,player_score,move_idx,source_num,target_num,reward,level,correct_repeat,myopic,optimal,large_loss_taken,trial_id,trial_type,solution_total_score,trial_idx
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,5,5,1,400,3,,True,True,False,2,individual,2650,2
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,6,1,8,400,3,,True,True,False,2,individual,2650,2
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,7,8,5,400,3,,True,True,False,2,individual,2650,2
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,8,5,1,400,3,,True,True,False,2,individual,2650,2
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,9,1,8,400,3,,True,True,False,2,individual,2650,2
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,0,0,6,-50,1,,False,True,True,3,individual,2650,3
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,1,6,9,-50,2,,False,True,True,3,individual,2650,3
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,2,9,10,-50,3,,False,True,True,3,individual,2650,3
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,3,10,2,400,3,,True,True,False,3,individual,2650,3
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,4,2,4,400,3,,True,True,False,3,individual,2650,3
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,5,4,10,400,3,,True,True,False,3,individual,2650,3
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,6,10,2,400,3,,True,True,False,3,individual,2650,3
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,7,2,4,400,3,,True,True,False,3,individual,2650,3
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,8,4,10,400,3,,True,True,False,3,individual,2650,3
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,9,10,2,400,3,,True,True,False,3,individual,2650,3
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,0,11,5,-50,1,,False,True,True,5,demonstration,2650,4
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,1,5,8,-50,2,,False,True,True,5,demonstration,2650,4
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,2,8,6,-50,3,,False,True,True,5,demonstration,2650,4
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,3,6,0,400,3,,True,True,False,5,demonstration,2650,4
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,4,0,4,400,3,,True,True,False,5,demonstration,2650,4
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,5,4,0,400,3,,True,True,False,5,demonstration,2650,4
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,6,0,4,400,3,,True,True,False,5,demonstration,2650,4
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,7,4,0,400,3,,True,True,False,5,demonstration,2650,4
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,8,0,4,400,3,,True,True,False,5,demonstration,2650,4
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,9,4,0,400,3,,True,True,False,5,demonstration,2650,4
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,0,8,3,200,0,,True,False,False,6,demonstration,1750,5
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,1,3,9,-50,1,,False,True,True,6,demonstration,1750,5
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,2,9,7,200,0,,True,True,False,6,demonstration,1750,5
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,3,7,3,200,0,,True,False,False,6,demonstration,1750,5
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,4,3,11,200,0,,True,False,False,6,demonstration,1750,5
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,5,11,7,200,0,,True,False,False,6,demonstration,1750,5
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,6,7,3,200,0,,True,False,False,6,demonstration,1750,5
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,7,3,11,200,0,,True,False,False,6,demonstration,1750,5
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,8,11,7,200,0,,True,False,False,6,demonstration,1750,5
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,9,7,3,200,0,,True,False,False,6,demonstration,1750,5
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,0,0,6,-50,1,,False,True,True,7,demonstration,1200,6
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,1,6,0,200,0,,True,True,False,7,demonstration,1200,6
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,2,0,6,-50,1,,False,True,True,7,demonstration,1200,6
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,3,6,0,200,0,,True,True,False,7,demonstration,1200,6
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,4,0,4,200,0,,True,False,False,7,demonstration,1200,6
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,5,4,7,100,0,,True,False,False,7,demonstration,1200,6
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,6,7,4,200,0,,True,False,False,7,demonstration,1200,6
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,7,4,7,100,0,,True,False,False,7,demonstration,1200,6
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,8,7,4,200,0,,True,False,False,7,demonstration,1200,6
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,9,4,7,100,0,,True,False,False,7,demonstration,1200,6
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,0,4,0,-50,1,,False,True,True,8,demonstration,2650,7
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,1,0,9,-50,2,,False,True,True,8,demonstration,2650,7
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,2,9,7,-50,3,,False,True,True,8,demonstration,2650,7
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,3,7,2,400,3,,True,True,False,8,demonstration,2650,7
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,4,2,8,400,3,,True,True,False,8,demonstration,2650,7
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,5,8,7,400,3,,True,True,False,8,demonstration,2650,7
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,6,7,2,400,3,,True,True,False,8,demonstration,2650,7
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,7,2,8,400,3,,True,True,False,8,demonstration,2650,7
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,8,8,7,400,3,,True,True,False,8,demonstration,2650,7
65b18c53b19beea5c33c9b8f,Gen 0 - w_ai - 0 - AI,w_ai,0,0,,0.0,False,False,True,False,,2062,9,7,2,400,3,,True,True,False,8,demonstration,2650,7
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,0,5,10,-50,1,,False,True,True,0,individual,1350,0
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,1,10,3,200,0,,True,True,False,0,individual,1350,0
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,2,3,10,-50,1,,False,True,True,0,individual,1350,0
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,3,10,3,200,0,,True,True,False,0,individual,1350,0
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,4,3,6,-50,1,,False,True,True,0,individual,1350,0
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,5,6,0,-50,2,,False,True,True,0,individual,1350,0
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,6,0,2,-50,3,,False,True,True,0,individual,1350,0
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,7,2,11,400,3,,True,True,False,0,individual,1350,0
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,8,11,1,400,3,,True,True,False,0,individual,1350,0
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,9,1,2,400,3,,True,True,False,0,individual,1350,0
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,0,2,6,-50,1,,False,True,True,1,individual,2000,1
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,1,6,7,200,0,,True,True,False,1,individual,2000,1
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,2,7,5,-50,1,,False,True,True,1,individual,2000,1
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,3,5,10,-50,2,,False,True,True,1,individual,2000,1
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,4,10,0,-50,3,,False,True,True,1,individual,2000,1
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,5,0,11,400,3,,True,True,False,1,individual,2000,1
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,6,11,0,400,3,,True,True,False,1,individual,2000,1
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,7,0,11,400,3,,True,True,False,1,individual,2000,1
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,8,11,0,400,3,,True,True,False,1,individual,2000,1
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,9,0,11,400,3,,True,True,False,1,individual,2000,1
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,0,8,0,-50,1,,False,True,True,2,individual,2650,2
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,1,0,7,-50,2,,False,True,True,2,individual,2650,2
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,2,7,5,-50,3,,False,True,True,2,individual,2650,2
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,3,5,3,400,3,,True,True,False,2,individual,2650,2
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,4,3,9,400,3,,True,True,False,2,individual,2650,2
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,5,9,5,400,3,,True,True,False,2,individual,2650,2
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,6,5,3,400,3,,True,True,False,2,individual,2650,2
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,7,3,9,400,3,,True,True,False,2,individual,2650,2
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,8,9,5,400,3,,True,True,False,2,individual,2650,2
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,9,5,3,400,3,,True,True,False,2,individual,2650,2
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,0,1,7,-50,1,,False,True,True,3,individual,2650,3
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,1,7,11,-50,2,,False,True,True,3,individual,2650,3
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,2,11,0,-50,3,,False,True,True,3,individual,2650,3
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,3,0,2,400,3,,True,True,False,3,individual,2650,3
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,4,2,5,400,3,,True,True,False,3,individual,2650,3
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,5,5,0,400,3,,True,True,False,3,individual,2650,3
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,6,0,2,400,3,,True,True,False,3,individual,2650,3
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,7,2,5,400,3,,True,True,False,3,individual,2650,3
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,8,5,0,400,3,,True,True,False,3,individual,2650,3
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,9,0,2,400,3,,True,True,False,3,individual,2650,3
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,0,8,0,-50,1,,False,True,True,5,demonstration,2650,4
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,1,0,11,-50,2,,False,True,True,5,demonstration,2650,4
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,2,11,5,-50,3,,False,True,True,5,demonstration,2650,4
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,3,5,1,400,3,,True,True,False,5,demonstration,2650,4
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,4,1,10,400,3,,True,True,False,5,demonstration,2650,4
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,5,10,1,400,3,,True,True,False,5,demonstration,2650,4
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,6,1,10,400,3,,True,True,False,5,demonstration,2650,4
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,7,10,1,400,3,,True,True,False,5,demonstration,2650,4
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,8,1,10,400,3,,True,True,False,5,demonstration,2650,4
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,9,10,1,400,3,,True,True,False,5,demonstration,2650,4
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,0,3,6,-50,1,,False,True,True,6,demonstration,2650,5
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,1,6,2,-50,2,,False,True,True,6,demonstration,2650,5
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,2,2,0,-50,3,,False,True,True,6,demonstration,2650,5
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,3,0,7,400,3,,True,True,False,6,demonstration,2650,5
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,4,7,11,400,3,,True,True,False,6,demonstration,2650,5
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,5,11,0,400,3,,True,True,False,6,demonstration,2650,5
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,6,0,7,400,3,,True,True,False,6,demonstration,2650,5
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,7,7,11,400,3,,True,True,False,6,demonstration,2650,5
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,8,11,0,400,3,,True,True,False,6,demonstration,2650,5
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,9,0,7,400,3,,True,True,False,6,demonstration,2650,5
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,0,1,9,-50,1,,False,True,True,7,demonstration,2650,6
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,1,9,11,-50,2,,False,True,True,7,demonstration,2650,6
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,2,11,0,-50,3,,False,True,True,7,demonstration,2650,6
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,3,0,3,400,3,,True,True,False,7,demonstration,2650,6
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,4,3,5,400,3,,True,True,False,7,demonstration,2650,6
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,5,5,3,400,3,,True,True,False,7,demonstration,2650,6
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,6,3,5,400,3,,True,True,False,7,demonstration,2650,6
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,7,5,3,400,3,,True,True,False,7,demonstration,2650,6
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,8,3,5,400,3,,True,True,False,7,demonstration,2650,6
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,9,5,3,400,3,,True,True,False,7,demonstration,2650,6
65b18c53b19beea5c33c9b90,Gen 0 - w_ai - 1 - AI,w_ai,0,1,,0.0,False,False,True,False,,2650,0,5,7,-50,1,,False,True,True,8,demonstration,2650,7
