session_id,session_name,condition,generation,within_generation_idx,started_at,time_spend,expired,replaced,ai_player,simulated_subject,advisor,player_score,move_idx,source_num,target_num,reward,level,correct_repeat,myopic,optimal,large_loss_taken,trial_id,trial_type,solution_total_score,trial_idx
6568f8ff464e933804a0fb63,Gen 0 - None - 0 - Human,,0,0,2023-11-30T22:07:09.849000,546.17725,False,False,False,False,,1650,0,1,5,100,0,,True,False,False,4,individual,950,0
6568f8ff464e933804a0fb63,Gen 0 - None - 0 - Human,,0,0,2023-11-30T22:07:09.849000,546.17725,False,False,False,False,,1650,1,5,1,200,0,,True,True,False,4,individual,950,0
6568f8ff464e933804a0fb63,Gen 0 - None - 0 - Human,,0,0,2023-11-30T22:07:09.849000,546.17725,False,False,False,False,,1650,2,1,3,0,0,,False,False,False,4,individual,950,0
6568f8ff464e933804a0fb63,Gen 0 - None - 0 - Human,,0,0,2023-11-30T22:07:09.849000,546.17725,False,False,False,False,,1650,3,3,1,200,0,,True,True,False,4,individual,950,0
6568f8ff464e933804a0fb63,Gen 0 - None - 0 - Human,,0,0,2023-11-30T22:07:09.849000,546.17725,False,False,False,False,,1650,4,1,9,-50,1,,False,True,True,4,individual,950,0
6568f8ff464e933804a0fb63,Gen 0 - None - 0 - Human,,0,0,2023-11-30T22:07:09.849000,546.17725,False,False,False,False,,1650,5,9,4,100,1,,True,False,False,4,individual,950,0
6568f8ff464e933804a0fb63,Gen 0 - None - 0 - Human,,0,0,2023-11-30T22:07:09.849000,546.17725,False,False,False,False,,1650,6,4,6,200,0,,True,True,False,4,individual,950,0
6568f8ff464e933804a0fb63,Gen 0 - None - 0 - Human,,0,0,2023-11-30T22:07:09.849000,546.17725,False,False,False,False,,1650,7,6,9,-50,1,,False,True,True,4,individual,950,0
6568f8ff464e933804a0fb63,Gen 0 - None - 0 - Human,,0,0,2023-11-30T22:07:09.849000,546.17725,False,False,False,False,,1650,8,9,11,-50,2,,False,True,True,4,individual,950,0
6568f8ff464e933804a0fb63,Gen 0 - None - 0 - Human,,0,0,2023-11-30T22:07:09.849000,546.17725,False,False,False,False,,1650,9,11,1,200,0,,True,False,False,4,individual,950,0
6568f8ff464e933804a0fb63,Gen 0 - None - 0 - Human,,0,0,2023-11-30T22:07:09.849000,546.17725,False,False,False,False,,1650,0,4,6,200,0,,True,False,False,5,individual,2100,1
6568f8ff464e933804a0fb63,Gen 0 - None - 0 - Human,,0,0,2023-11-30T22:07:09.849000,546.17725,False,False,False,False,,1650,1,6,2,200,0,,True,True,False,5,individual,2100,1
