,sessionId,trialID,networkId,sourceLevel,targetLevel,reward,step,isMissing,matchesMyopic,matchesAI
0,649d8d61d98de2a0b3c50195,4,5ecb41db0bee1cd18e15ee53135ebb68,0,0,100,1,False,True,False
1,649d8d61d98de2a0b3c50195,4,5ecb41db0bee1cd18e15ee53135ebb68,0,0,100,2,False,True,False
2,649d8d61d98de2a0b3c50195,4,5ecb41db0bee1cd18e15ee53135ebb68,0,0,100,3,False,True,False
3,649d8d61d98de2a0b3c50195,4,5ecb41db0bee1cd18e15ee53135ebb68,0,1,-50,4,False,False,False
4,649d8d61d98de2a0b3c50195,4,5ecb41db0bee1cd18e15ee53135ebb68,1,0,0,5,False,False,False
5,649d8d61d98de2a0b3c50195,4,5ecb41db0bee1cd18e15ee53135ebb68,0,0,100,6,False,False,False
6,649d8d61d98de2a0b3c50195,4,5ecb41db0bee1cd18e15ee53135ebb68,0,0,100,7,False,False,False
7,649d8d61d98de2a0b3c50195,4,5ecb41db0bee1cd18e15ee53135ebb68,0,0,100,8,False,True,False
8,649d8d61d98de2a0b3c50195,5,024a2fa697f61362dd70f557c915a562,0,0,100,1,False,True,False
9,649d8d61d98de2a0b3c50195,5,024a2fa697f61362dd70f557c915a562,0,0,100,2,False,True,False
10,649d8d61d98de2a0b3c50195,5,024a2fa697f61362dd70f557c915a562,0,0,100,3,False,True,False
11,649d8d61d98de2a0b3c50195,5,024a2fa697f61362dd70f557c915a562,0,0,100,4,False,True,False
12,649d8d61d98de2a0b3c50195,5,024a2fa697f61362dd70f557c915a562,0,0,100,5,False,True,False
13,649d8d61d98de2a0b3c50195,5,024a2fa697f61362dd70f557c915a562,0,0,100,6,False,True,False
14,649d8d61d98de2a0b3c50195,5,024a2fa697f61362dd70f557c915a562,0,0,0,7,False,False,False
15,649d8d61d98de2a0b3c50195,5,024a2fa697f61362dd70f557c915a562,0,0,100,8,False,False,False
16,649d8d61d98de2a0b3c50195,6,6d0ffbd4eb723034e88987aff40bb323,0,0,0,1,False,True,False
17,649d8d61d98de2a0b3c50195,6,6d0ffbd4eb723034e88987aff40bb323,0,0,100,2,False,True,False
18,649d8d61d98de2a0b3c50195,6,6d0ffbd4eb723034e88987aff40bb323,0,1,-50,3,False,False,False
19,649d8d61d98de2a0b3c50195,6,6d0ffbd4eb723034e88987aff40bb323,1,1,100,4,False,False,False
20,649d8d61d98de2a0b3c50195,6,6d0ffbd4eb723034e88987aff40bb323,1,2,-50,5,False,False,False
21,649d8d61d98de2a0b3c50195,6,6d0ffbd4eb723034e88987aff40bb323,2,0,100,6,False,False,False
22,649d8d61d98de2a0b3c50195,6,6d0ffbd4eb723034e88987aff40bb323,0,0,0,7,False,False,False
23,649d8d61d98de2a0b3c50195,6,6d0ffbd4eb723034e88987aff40bb323,0,1,-50,8,False,False,False
