id,trial_type,instruction_type,finished,started_at,finished_at,network,solution,advisor,advisor_selection,selected_by_children,written_strategy,post_survey,redirect_url,is_practice,trial_title,last_trial_for_current_example,social_learning_block_idx,block_network_idx,session_id
0,individual,,False,,,"{'network_id': '41b46ea89fcd430e6f19024905bb9f7a', 'nodes': [{'node_num': 0, 'display_name': 'A3', 'node_size': 3, 'starting_node': False, 'level': 3, 'x': 100.0, 'y': -1.9702865314610764e-06}, {'node_num': 1, 'display_name': 'B0', 'node_size': 3, 'starting_node': True, 'level': 0, 'x': 86.60253909248031, 'y': -50.00000096860836}, {'node_num': 2, 'display_name': 'C2', 'node_size': 3, 'starting_node': False, 'level': 2, 'x': 49.99999802144599, 'y': -86.60254501987487}, {'node_num': 3, 'display_name': 'D0', 'node_size': 3, 'starting_node': False, 'level': 0, 'x': -2.3677824115544896e-06, 'y': -99.9999999669302}, {'node_num': 4, 'display_name': 'E1', 'node_size': 3, 'starting_node': False, 'level': 1, 'x': -50.00000295542987, 'y': -86.6025390594105}, {'node_num': 5, 'display_name': 'F0', 'node_size': 3, 'starting_node': False, 'level': 0, 'x': -86.60253508576766, 'y': -50.000006929072725}, {'node_num': 6, 'display_name': 'G0', 'node_size': 3, 'starting_node': False, 'level': 0, 'x': -99.99999599328734, 'y': 6.771990950747537e-06}, {'node_num': 7, 'display_name': 'H3', 'node_size': 3, 'starting_node': False, 'level': 3, 'x': -86.602541046232, 'y': 49.99999404780313}, {'node_num': 8, 'display_name': 'I0', 'node_size': 3, 'starting_node': False, 'level': 0, 'x': -49.99998805426897, 'y': 86.60254107930182}, {'node_num': 9, 'display_name': 'J1', 'node_size': 3, 'starting_node': False, 'level': 1, 'x': 3.195844369510338e-06, 'y': 99.99999602635715}, {'node_num': 10, 'display_name': 'K3', 'node_size': 3, 'starting_node': False, 'level': 3, 'x': 49.99999206098163, 'y': 86.60254107930182}, {'node_num': 11, 'display_name': 'L2', 'node_size': 3, 'starting_node': False, 'level': 2, 'x': 86.60253313201596, 'y': 50.00001490942838}], 'edges': [{'source_num': 0, 'target_num': 7, 'reward': 400, 'arc_type': 'straight', 'source_x': 89.34387191977657, 'source_y': 2.8552987056427614, 'arc_x': 6.6991817199492765, 'arc_y': 24.999874860604287, 'target_x': -75.43744777514252, 'target_y': 47.008316571354634}, {'source_num': 0, 'target_num': 11, 'reward': 200, 'arc_type': 'straight', 'source_x': 96.46214963352466, 'source_y': 13.203432662897496, 'arc_x': 93.30128319833338, 'arc_y': 24.99994439690041, 'target_x': 90.30906083258448, 'target_y': 36.16706802329512}, {'source_num': 1, 'target_num': 3, 'reward': 0, 'arc_type': 'curved', 'source_x': 77.57938113112492, 'source_y': -57.91139417787219, 'arc_x': 46.37919942906523, 'arc_y': -83.98771813728858, 'target_x': 11.067765051575428, 'target_y': -96.42426882736481}, {'source_num': 1, 'target_num': 5, 'reward': 100, 'arc_type': 'curved', 'source_x': 75.90275974490488, 'source_y': -52.60648332739577, 'arc_x': 0.0005430037571585444, 'arc_y': -69.87895411623953, 'target_x': -75.3904328281257, 'target_y': -52.72307212916323}, {'source_num': 1, 'target_num': 9, 'reward': -50, 'arc_type': 'straight', 'source_x': 79.91996731468969, 'source_y': -38.425446757128576, 'arc_x': 43.3007558501092, 'arc_y': 25.000890044383596, 'target_x': 7.00007434713712, 'target_y': 87.8755167511579}, {'source_num': 2, 'target_num': 0, 'reward': -50, 'arc_type': 'straight', 'source_x': 56.6810590768384, 'source_y': -75.03060792445795, 'arc_x': 74.99920192662441, 'arc_y': -43.30265408522527, 'target_x': 92.99881480677101, 'target_y': -12.12641033232651}, {'source_num': 2, 'target_num': 8, 'reward': 400, 'arc_type': 'straight', 'source_x': 43.31893816072032, 'source_y': -75.03060792445795, 'arc_x': 0.0007357399241625373, 'arc_y': -0.0012676776031339543, 'target_x': -42.998936746738714, 'target_y': 74.47636244576279}, {'source_num': 3, 'target_num': 8, 'reward': 100, 'arc_type': 'straight', 'source_x': -3.8002026959133683, 'source_y': -85.81745515261012, 'arc_x': -24.99989515790604, 'arc_y': -6.699102847248617, 'target_x': -46.01842161234535, 'target_y': 71.74312851734666}, {'source_num': 3, 'target_num': 1, 'reward': 200, 'arc_type': 'curved', 'source_x': 9.173157794984888, 'source_y': -91.84523718864624, 'arc_x': 40.43351152454802, 'arc_y': -65.39906997958877, 'target_x': 75.46998443952224, 'target_y': -53.450012880074425}, {'source_num': 3, 'target_num': 5, 'reward': 0, 'arc_type': 'curved', 'source_x': -10.630089506139484, 'source_y': -96.72135276510438, 'arc_x': -46.17054780561909, 'arc_y': -84.60005390337338, 'target_x': -76.98742361519412, 'target_y': -58.528664843883504}, {'source_num': 4, 'target_num': 9, 'reward': 100, 'arc_type': 'curved', 'source_x': -48.088713018252825, 'source_y': -71.57487035338231, 'arc_x': -36.45740356313274, 'arc_y': 12.734286880320788, 'target_x': -5.878306261473076, 'target_y': 86.30050755172448}, {'source_num': 4, 'target_num': 6, 'reward': 200, 'arc_type': 'curved', 'source_x': -58.245848066572655, 'source_y': -76.48256376166465, 'arc_x': -79.78578573760603, 'arc_y': -48.60423808040271, 'target_x': -94.41944741101277, 'target_y': -13.996333586260313}, {'source_num': 5, 'target_num': 1, 'reward': 200, 'arc_type': 'curved', 'source_x': -75.77325365053035, 'source_y': -47.1873147528657, 'arc_x': 0.0003402883929970457, 'arc_y': -28.819177600646405, 'target_x': 75.25656165078203, 'target_y': -47.0620571525467}, {'source_num': 5, 'target_num': 8, 'reward': 100, 'arc_type': 'curved', 'source_x': -84.65246253712677, 'source_y': -34.978032307655084, 'arc_x': -76.33850610090113, 'arc_y': 22.434672957468106, 'target_x': -55.85480547792088, 'target_y': 72.82343179045877}, {'source_num': 5, 'target_num': 3, 'reward': 0, 'arc_type': 'curved', 'source_x': -75.84897880778156, 'source_y': -53.32846092391102, 'arc_x': -40.42944686098191, 'arc_y': -65.45738375715831, 'target_x': -9.724254460753201, 'target_y': -91.38612375387434}, {'source_num': 6, 'target_num': 4, 'reward': -50, 'arc_type': 'curved', 'source_x': -91.75415088214459, 'source_y': -10.119968525754919, 'arc_x': -70.21421321111123, 'arc_y': -37.99829420701688, 'target_x': -55.58055153770448, 'target_y': -72.60619870115927}, {'source_num': 6, 'target_num': 3, 'reward': 100, 'arc_type': 'straight', 'source_x': -90.99883689909709, 'source_y': -9.001153502558857, 'arc_x': -50.000346179662536, 'arc_y': -49.99964959829646, 'target_x': -9.431004903980277, 'target_y': -90.56899619400565}, {'source_num': 6, 'target_num': 9, 'reward': -50, 'arc_type': 'straight', 'source_x': -90.99883639830614, 'source_y': 9.001165472728022, 'arc_x': -50.00034339786845, 'arc_y': 49.99965440006156, 'target_x': -9.430999875956726, 'target_y': 90.56899389150406}, {'source_num': 7, 'target_num': 2, 'reward': 200, 'arc_type': 'straight', 'source_x': -77.60110572879172, 'source_y': 40.998558730362845, 'arc_x': -18.301619704420744, 'arc_y': -18.300927294008183, 'target_x': 40.56871685625665, 'target_y': -77.17126385468556}, {'source_num': 7, 'target_num': 10, 'reward': 400, 'arc_type': 'curved', 'source_x': -76.23292276919706, 'source_y': 55.596131950852225, 'arc_x': -20.58759404764201, 'arc_y': 84.2895106493458, 'target_x': 38.321658029757884, 'target_y': 86.41451063377481}, {'source_num': 8, 'target_num': 5, 'reward': 0, 'arc_type': 'curved', 'source_x': -51.93170502888486, 'source_y': 71.56944704486892, 'arc_x': -60.171638097210334, 'arc_y': 14.216851270563646, 'target_x': -80.71725599696093, 'target_y': -36.18971682952781}, {'source_num': 8, 'target_num': 6, 'reward': 100, 'arc_type': 'straight', 'source_x': -56.91298353668239, 'source_y': 74.62888441184357, 'arc_x': -75.00024549489862, 'arc_y': 43.30083490088796, 'target_x': -92.75795613963733, 'target_y': 12.543584877929748}, {'source_num': 8, 'target_num': 4, 'reward': -50, 'arc_type': 'straight', 'source_x': -49.99998936735193, 'source_y': 71.33979483599944, 'arc_x': -49.99999550485632, 'arc_y': -7.938282651220874e-05, 'target_x': -50.000001579764984, 'target_y': -70.61236553241186}, {'source_num': 9, 'target_num': 11, 'reward': -50, 'arc_type': 'straight', 'source_x': 10.271631998240949, 'source_y': 94.06966989687278, 'arc_x': 43.30126242735104, 'arc_y': 75.00000877990742, 'target_x': 75.84121793635528, 'target_y': 56.2130615371992}, {'source_num': 9, 'target_num': 4, 'reward': 100, 'arc_type': 'curved', 'source_x': -1.8727432243608622, 'source_y': 84.9527520787182, 'arc_x': -13.273549582931388, 'arc_y': 0.8086667002844772, 'target_x': -44.05747127721289, 'target_y': -72.83606487587664}, {'source_num': 9, 'target_num': 2, 'reward': -50, 'arc_type': 'straight', 'source_x': 3.839877066041697, 'source_y': 85.66939011379479, 'arc_x': 25.000238299603915, 'arc_y': 6.697838428411629, 'target_x': 45.97757024384164, 'target_y': -71.59063857680495}, {'source_num': 10, 'target_num': 7, 'reward': 400, 'arc_type': 'curved', 'source_x': 39.63037378341798, 'source_y': 81.00640317255412, 'arc_x': -16.014954940723403, 'arc_y': 52.31302445596759, 'target_x': -74.92420701553345, 'target_y': 50.18802448947029}, {'source_num': 10, 'target_num': 2, 'reward': 200, 'arc_type': 'straight', 'source_x': 49.99999258621486, 'source_y': 71.33979431076625, 'arc_x': 49.99999504121657, 'arc_y': -8.236306145992245e-05, 'target_x': 49.99999747118, 'target_y': -70.61237096665698}, {'source_num': 11, 'target_num': 10, 'reward': -50, 'arc_type': 'straight', 'source_x': 77.60046164484966, 'source_y': 59.002082731785855, 'arc_x': 68.30063301095417, 'arc_y': 68.30190757965339, 'target_x': 59.42995390173622, 'target_y': 77.17258307755336}, {'source_num': 11, 'target_num': 1, 'reward': 400, 'arc_type': 'straight', 'source_x': 86.60253404169258, 'source_y': 34.73817166583517, 'arc_x': 86.6025361123028, 'arc_y': -0.000910429037803695, 'target_x': 86.60253813954549, 'target_y': -34.01240445367857}], 'starting_node': 1, 'max_reward': None}","{'moves': [1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1], 'correctRepeats': None, 'score': 1600, 'trial_id': None, 'finished_at': None, 'solution_type': 'myopic'}",,,[],,,,False,Learning Phase | Network 1,False,0,0,655e2a2e7cb69f5cd300581f
1,individual,,False,,,"{'network_id': '64e4a799136a79e3e7c6de24940734dd', 'nodes': [{'node_num': 0, 'display_name': 'A0', 'node_size': 3, 'starting_node': False, 'level': 0, 'x': 100.0, 'y': -1.9702865314610764e-06}, {'node_num': 1, 'display_name': 'B2', 'node_size': 3, 'starting_node': False, 'level': 2, 'x': 86.60253909248031, 'y': -50.00000096860836}, {'node_num': 2, 'display_name': 'C0', 'node_size': 3, 'starting_node': False, 'level': 0, 'x': 49.99999802144599, 'y': -86.60254501987487}, {'node_num': 3, 'display_name': 'D3', 'node_size': 3, 'starting_node': False, 'level': 3, 'x': -2.3677824115544896e-06, 'y': -99.9999999669302}, {'node_num': 4, 'display_name': 'E0', 'node_size': 3, 'starting_node': True, 'level': 0, 'x': -50.00000295542987, 'y': -86.6025390594105}, {'node_num': 5, 'display_name': 'F3', 'node_size': 3, 'starting_node': False, 'level': 3, 'x': -86.60253508576766, 'y': -50.000006929072725}, {'node_num': 6, 'display_name': 'G0', 'node_size': 3, 'starting_node': False, 'level': 0, 'x': -99.99999599328734, 'y': 6.771990950747537e-06}, {'node_num': 7, 'display_name': 'H3', 'node_size': 3, 'starting_node': False, 'level': 3, 'x': -86.602541046232, 'y': 49.99999404780313}, {'node_num': 8, 'display_name': 'I0', 'node_size': 3, 'starting_node': False, 'level': 0, 'x': -49.99998805426897, 'y': 86.60254107930182}, {'node_num': 9, 'display_name': 'J1', 'node_size': 3, 'starting_node': False, 'level': 1, 'x': 3.195844369510338e-06, 'y': 99.99999602635715}, {'node_num': 10, 'display_name': 'K1', 'node_size': 3, 'starting_node': False, 'level': 1, 'x': 49.99999206098163, 'y': 86.60254107930182}, {'node_num': 11, 'display_name': 'L2', 'node_size': 3, 'starting_node': False, 'level': 2, 'x': 86.60253313201596, 'y': 50.00001490942838}], 'edges': [{'source_num': 0, 'target_num': 8, 'reward': 200, 'arc_type': 'straight', 'source_x': 90.1454933385063, 'source_y': 5.689500732045083, 'arc_x': 25.000276834918054, 'arc_y': 43.301113172211444, 'target_x': -39.675118272936146, 'target_y': 80.64147407311135}, {'source_num': 0, 'target_num': 6, 'reward': 100, 'arc_type': 'curved', 'source_x': 88.75579848906092, 'source_y': -2.589322800103888, 'arc_x': -0.0006985668347336826, 'arc_y': -21.81066994933465, 'target_x': -88.22009879209415, 'target_y': -2.7053286623054618}, {'source_num': 0, 'target_num': 10, 'reward': -50, 'arc_type': 'straight', 'source_x': 93.41049089707485, 'source_y': 11.41336113273006, 'arc_x': 74.99931512880691, 'arc_y': 43.30244891066833, 'target_x': 56.902263206081386, 'target_y': 74.64745829786568}, {'source_num': 1, 'target_num': 3, 'reward': -50, 'arc_type': 'curved', 'source_x': 77.23611548794507, 'source_y': -58.11835867968138, 'arc_x': 46.50714367489779, 'arc_y': -83.47297317026545, 'target_x': 11.573061829228681, 'target_y': -96.14125442629546}, {'source_num': 1, 'target_num': 8, 'reward': 400, 'arc_type': 'straight', 'source_x': 77.70949279622168, 'source_y': -41.106953702259965, 'arc_x': 18.301180409468287, 'arc_y': 18.3013651649945, 'target_x': -40.683157919980495, 'target_y': 77.28570992869551}, {'source_num': 2, 'target_num': 4, 'reward': 200, 'arc_type': 'straight', 'source_x': 38.55743199169761, 'source_y': -86.6025443378448, 'arc_x': -0.0006449049517076588, 'arc_y': -86.6025420396044, 'target_x': -38.01322942285681, 'target_y': -86.60253977387782}, {'source_num': 2, 'target_num': 9, 'reward': -50, 'arc_type': 'curved', 'source_x': 44.348945243823664, 'source_y': -73.74547495298656, 'arc_x': 12.528968664743733, 'arc_y': 1.1185781703103803, 'target_x': 1.8007778853398992, 'target_y': 84.68349424365536}, {'source_num': 2, 'target_num': 0, 'reward': 0, 'arc_type': 'straight', 'source_x': 56.84280224730127, 'source_y': -74.75046053788394, 'arc_x': 75.00035555594326, 'arc_y': -43.30065594064942, 'target_x': 92.8317264408216, 'target_y': -12.415815868978886}, {'source_num': 3, 'target_num': 5, 'reward': 400, 'arc_type': 'curved', 'source_x': -11.09759787264073, 'source_y': -96.40330851046926, 'arc_x': -46.36031461557999, 'arc_y': -83.84772940688248, 'target_x': -76.66574607117286, 'target_y': -58.6640499953677}, {'source_num': 3, 'target_num': 1, 'reward': 200, 'arc_type': 'curved', 'source_x': 9.47737612865145, 'source_y': -91.71772484775656, 'arc_x': 40.24157031644546, 'arc_y': -66.1526499282526, 'target_x': 74.978354500493, 'target_y': -53.78419100724503}, {'source_num': 4, 'target_num': 6, 'reward': 200, 'arc_type': 'curved', 'source_x': -58.30584423671672, 'source_y': -76.43230843917854, 'arc_x': -80.13855589794107, 'arc_y': -48.254457485088345, 'target_x': -94.56225156353898, 'target_y': -13.804615383358577}, {'source_num': 4, 'target_num': 10, 'reward': -50, 'arc_type': 'straight', 'source_x': -43.15719934136892, 'source_y': -74.7504549852825, 'arc_x': 0.0006385914079753974, 'arc_y': 0.0011165176300176327, 'target_x': 42.83229411194549, 'target_y': 74.1877234838694}, {'source_num': 4, 'target_num': 9, 'reward': -50, 'arc_type': 'straight', 'source_x': -46.25625859836957, 'source_y': -72.63069702349345, 'arc_x': -25.000300772691286, 'arc_y': 6.69760553605816, 'target_x': -3.922815268656632, 'target_y': 85.35984042432653}, {'source_num': 5, 'target_num': 1, 'reward': 200, 'arc_type': 'straight', 'source_x': -75.16010087167577, 'source_y': -50.00000653530699, 'arc_x': 0.0003121466430888731, 'arc_y': -50.00000394882995, 'target_x': 74.61523278621773, 'target_y': -50.00000138112466}, {'source_num': 5, 'target_num': 3, 'reward': 400, 'arc_type': 'curved', 'source_x': -75.50493958090931, 'source_y': -53.596698385533756, 'arc_x': -40.242222837970075, 'arc_y': -66.1522774891205, 'target_x': -9.936791382377198, 'target_y': -91.33595690063527}, {'source_num': 6, 'target_num': 0, 'reward': 0, 'arc_type': 'curved', 'source_x': -88.75579448659511, 'source_y': 2.7424876052804192, 'arc_x': 0.00070253777475493, 'arc_y': 23.100789896419926, 'target_x': 88.2201027943697, 'target_y': 2.8653557456148615}, {'source_num': 6, 'target_num': 2, 'reward': 200, 'arc_type': 'straight', 'source_x': -89.55268500878645, 'source_y': -6.031752072826779, 'arc_x': -25.00083854699473, 'arc_y': -43.300784403046634, 'target_x': 39.05296924170565, 'target_y': -80.28227392192144}, {'source_num': 6, 'target_num': 4, 'reward': 100, 'arc_type': 'curved', 'source_x': -91.69415471200047, 'source_y': -10.170223848241067, 'arc_x': -69.86144305077613, 'arc_y': -38.34807480233127, 'target_x': -55.43774738517824, 'target_y': -72.79791690406101}, {'source_num': 7, 'target_num': 11, 'reward': 200, 'arc_type': 'curved', 'source_x': -75.35568160536106, 'source_y': 52.717801073173916, 'arc_x': -0.0006052009607016018, 'arc_y': 69.66285180331802, 'target_x': 74.81705817925643, 'target_y': 52.83893522403016}, {'source_num': 7, 'target_num': 5, 'reward': 400, 'arc_type': 'straight', 'source_x': -86.60254016493167, 'source_y': 35.21422730180201, 'arc_x': -86.6025380659479, 'arc_y': -0.0008774600812389011, 'target_x': -86.60253600897713, 'target_y': -34.51112127747027}, {'source_num': 8, 'target_num': 2, 'reward': 100, 'arc_type': 'straight', 'source_x': -43.15718505200237, 'source_y': 74.75045659731086, 'arc_x': 0.0006490221630128801, 'arc_y': -0.0011174780093714531, 'target_x': 42.83230071003592, 'target_y': -74.18772699164403}, {'source_num': 8, 'target_num': 4, 'reward': 200, 'arc_type': 'straight', 'source_x': -49.99998932642464, 'source_y': 71.81551679682961, 'arc_x': -49.99999550487513, 'arc_y': -0.00029787695221550337, 'target_x': -50.000001622685076, 'target_y': -71.11125160623983}, {'source_num': 8, 'target_num': 6, 'reward': 0, 'arc_type': 'straight', 'source_x': -56.842793095850006, 'source_y': 74.75045779374466, 'arc_x': -75.00034856904092, 'arc_y': 43.30065637127738, 'target_x': -92.83172157233352, 'target_y': 12.415819429901065}, {'source_num': 9, 'target_num': 10, 'reward': 100, 'arc_type': 'curved', 'source_x': 11.42771973950123, 'source_y': 99.2612117421836, 'arc_x': 25.678792952413797, 'arc_y': 97.53463339916384, 'target_x': 38.767549770554346, 'target_y': 92.01541333061446}, {'source_num': 9, 'target_num': 8, 'reward': 200, 'arc_type': 'straight', 'source_x': -11.204523651982235, 'source_y': 96.99775262803475, 'arc_x': -25.001018606811563, 'arc_y': 93.30099358941824, 'target_x': -38.26338427241218, 'target_y': 89.74735403761422}, {'source_num': 9, 'target_num': 2, 'reward': 200, 'arc_type': 'curved', 'source_x': 5.65105597346669, 'source_y': 87.14292595946881, 'arc_x': 37.47103255254667, 'arc_y': 12.27887283617186, 'target_x': 48.199223331950456, 'target_y': -71.28604323717316}, {'source_num': 10, 'target_num': 9, 'reward': 100, 'arc_type': 'curved', 'source_x': 38.57227551732478, 'source_y': 87.34132536347528, 'arc_x': 24.321202304412214, 'arc_y': 89.06790370649504, 'target_x': 11.232445486271668, 'target_y': 94.58712377504442}, {'source_num': 10, 'target_num': 11, 'reward': -50, 'arc_type': 'straight', 'source_x': 59.048978426229716, 'source_y': 77.55355839796192, 'arc_x': 68.30104637141301, 'arc_y': 68.30149421936284, 'target_x': 77.12171934908616, 'target_y': 59.48082483264988}, {'source_num': 11, 'target_num': 7, 'reward': -50, 'arc_type': 'curved', 'source_x': 75.35567369114501, 'source_y': 47.28220788405755, 'arc_x': 0.0005972867446635277, 'arc_y': 30.33715715391343, 'target_x': -74.81706609347248, 'target_y': 47.161073733201285}, {'source_num': 11, 'target_num': 0, 'reward': 400, 'arc_type': 'straight', 'source_x': 90.34644805236907, 'source_y': 36.02753704786985, 'arc_x': 93.30161100362292, 'arc_y': 24.9987210111533, 'target_x': 96.07830162496245, 'target_y': 14.63597264201979}], 'starting_node': 4, 'max_reward': None}","{'moves': [4, 6, 2, 4, 6, 2, 4, 6, 2, 4, 6], 'correctRepeats': None, 'score': 2100, 'trial_id': None, 'finished_at': None, 'solution_type': 'myopic'}",,,[],,,,False,Learning Phase | Network 2,False,0,1,655e2a2e7cb69f5cd300581f
