id,trialIdx,trialType,score,maxLevelReached,move_1,move_2,move_3,move_4,move_5,move_6,move_7,move_8,networkId,myopic_score,ai_score,sessionId
836,19.0,try_yourself,800.0,2.0,100.0,200.0,0.0,-50.0,-50.0,400.0,0.0,200.0,6432e2a0cd8bcd98e8be048855473b47,600.0,850.0,6422d978aff8868105633836
836,20.0,try_yourself,600.0,1.0,-50.0,200.0,-50.0,200.0,-50.0,200.0,-50.0,200.0,3706dc98663f54690dbb9ea5c694ba5c,1100.0,1450.0,6422d978aff8868105633836
836,22.0,try_yourself,800.0,2.0,200.0,100.0,-50.0,-50.0,0.0,400.0,100.0,100.0,3706dc98663f54690dbb9ea5c694ba5c,1100.0,1450.0,6422d978aff8868105633836
836,24.0,individual,850.0,4.0,200.0,0.0,-50.0,-50.0,-50.0,200.0,200.0,400.0,f5d9fc0b1cf995ecf9962f126fe3b156,600.0,1050.0,6422d978aff8868105633836
836,25.0,individual,1050.0,4.0,-50.0,-50.0,-50.0,200.0,200.0,400.0,200.0,200.0,a432d08d2e2a0d22a4efcc5762f09651,1000.0,1050.0,6422d978aff8868105633836
836,26.0,individual,850.0,4.0,0.0,-50.0,-50.0,-50.0,200.0,400.0,200.0,200.0,6ed5182068180c598b98642322910ff0,300.0,1650.0,6422d978aff8868105633836
836,27.0,individual,800.0,2.0,-50.0,-50.0,400.0,-50.0,-50.0,400.0,0.0,200.0,b61897a0fbb034f08ec2b64bb6fe69ef,1600.0,1050.0,6422d978aff8868105633836
836,29.0,demonstration,350.0,2.0,100.0,-50.0,-50.0,400.0,0.0,-50.0,0.0,0.0,21ac73d60a89497fe434c394f41ad118,1200.0,1250.0,6422d978aff8868105633836
836,30.0,demonstration,750.0,2.0,100.0,-50.0,-50.0,200.0,400.0,0.0,200.0,-50.0,85b4a094c9dad0603bc5f32e73defe19,1200.0,850.0,6422d978aff8868105633836
837,4.0,individual,900.0,1.0,100.0,100.0,-50.0,200.0,200.0,-50.0,200.0,200.0,9bea7eb62b55a08ef612a67888b55126,800.0,1050.0,6422d978aff8868105633837
837,5.0,individual,250.0,1.0,-50.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,e7381de84427aa5f84385a1a70ff8e2d,400.0,1050.0,6422d978aff8868105633837
837,10.0,try_yourself,550.0,1.0,100.0,-50.0,200.0,100.0,-50.0,200.0,100.0,-50.0,51edc36de506ff346ed262c1081554eb,800.0,1450.0,6422d978aff8868105633837
837,12.0,try_yourself,1250.0,4.0,-50.0,-50.0,-50.0,200.0,200.0,400.0,200.0,400.0,51edc36de506ff346ed262c1081554eb,800.0,1450.0,6422d978aff8868105633837
837,13.0,try_yourself,1150.0,4.0,100.0,-50.0,-50.0,-50.0,200.0,400.0,200.0,400.0,31d35353bbfefdb5c7596273e9615d25,1000.0,1250.0,6422d978aff8868105633837
837,15.0,try_yourself,1000.0,0.0,200.0,200.0,100.0,0.0,200.0,200.0,100.0,0.0,31d35353bbfefdb5c7596273e9615d25,1000.0,1250.0,6422d978aff8868105633837
837,17.0,try_yourself,1100.0,0.0,0.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0,772dadcc013c0b1c9d983020ef5d0b6e,1100.0,1050.0,6422d978aff8868105633837
837,19.0,try_yourself,900.0,2.0,0.0,-50.0,-50.0,400.0,200.0,100.0,200.0,100.0,772dadcc013c0b1c9d983020ef5d0b6e,1100.0,1050.0,6422d978aff8868105633837
837,20.0,try_yourself,1200.0,0.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,a8abfb1f3cd12a69ab0a2f01fddbc0f8,1200.0,1450.0,6422d978aff8868105633837
837,22.0,try_yourself,1450.0,4.0,200.0,-50.0,-50.0,-50.0,200.0,400.0,400.0,400.0,a8abfb1f3cd12a69ab0a2f01fddbc0f8,1200.0,1450.0,6422d978aff8868105633837
837,24.0,individual,700.0,2.0,-50.0,-50.0,400.0,0.0,200.0,0.0,200.0,0.0,1fc8bdb24b08c5259812ee6af2e38258,450.0,1250.0,6422d978aff8868105633837
837,25.0,individual,700.0,2.0,-50.0,-50.0,400.0,0.0,200.0,0.0,200.0,0.0,2a156e09cfb8d47f31059e2640a4b467,800.0,1450.0,6422d978aff8868105633837
837,26.0,individual,200.0,2.0,-50.0,0.0,-50.0,0.0,-50.0,-50.0,400.0,0.0,98ce296aabab9bf7a1731a5cebf0ebd3,0.0,1450.0,6422d978aff8868105633837
837,27.0,individual,850.0,1.0,200.0,-50.0,200.0,0.0,0.0,200.0,100.0,200.0,fa7a8ccf19ebcb054284ef969f3140e3,1200.0,1250.0,6422d978aff8868105633837
837,29.0,demonstration,1400.0,0.0,100.0,200.0,200.0,200.0,100.0,200.0,200.0,200.0,f1b3623cd1a9641d5d9a9cc55fd70db5,1400.0,1050.0,6422d978aff8868105633837
837,30.0,demonstration,1050.0,4.0,-50.0,-50.0,-50.0,200.0,200.0,400.0,200.0,200.0,75101ec1a72e04e6b1d6902cd2cc4c21,650.0,1250.0,6422d978aff8868105633837
838,4.0,individual,100.0,2.0,-50.0,-50.0,400.0,-50.0,0.0,-50.0,0.0,-50.0,6a4c27fa58ec558d13439f95d42cabd5,700.0,1450.0,6422d978aff8868105633838
838,5.0,individual,1300.0,2.0,200.0,200.0,-50.0,-50.0,400.0,200.0,200.0,200.0,515eea944e8313daf1472f46c1008452,1400.0,1650.0,6422d978aff8868105633838
838,10.0,try_yourself,650.0,1.0,-50.0,200.0,-50.0,200.0,100.0,-50.0,200.0,100.0,51edc36de506ff346ed262c1081554eb,800.0,1450.0,6422d978aff8868105633838
838,12.0,try_yourself,700.0,4.0,-50.0,200.0,100.0,-50.0,-50.0,-50.0,200.0,400.0,51edc36de506ff346ed262c1081554eb,800.0,1450.0,6422d978aff8868105633838
838,13.0,try_yourself,600.0,1.0,200.0,-50.0,200.0,-50.0,200.0,-50.0,200.0,-50.0,31d35353bbfefdb5c7596273e9615d25,1000.0,1250.0,6422d978aff8868105633838
838,15.0,try_yourself,1250.0,4.0,200.0,-50.0,-50.0,-50.0,200.0,400.0,200.0,400.0,31d35353bbfefdb5c7596273e9615d25,1000.0,1250.0,6422d978aff8868105633838
838,17.0,try_yourself,1050.0,4.0,200.0,200.0,200.0,-50.0,-50.0,-50.0,200.0,400.0,975ea289a849aed45e6c4ac4a9cad8e9,1600.0,1450.0,6422d978aff8868105633838
838,19.0,try_yourself,1250.0,4.0,200.0,-50.0,-50.0,-50.0,200.0,400.0,200.0,400.0,975ea289a849aed45e6c4ac4a9cad8e9,1600.0,1450.0,6422d978aff8868105633838
838,20.0,try_yourself,500.0,1.0,-50.0,200.0,100.0,-50.0,200.0,-50.0,200.0,-50.0,ffac4c7b6e9a1d6afaa0d18b45bd17a4,550.0,1250.0,6422d978aff8868105633838
838,22.0,try_yourself,700.0,4.0,100.0,-50.0,200.0,-50.0,-50.0,-50.0,200.0,400.0,ffac4c7b6e9a1d6afaa0d18b45bd17a4,550.0,1250.0,6422d978aff8868105633838
838,24.0,individual,250.0,2.0,100.0,-50.0,0.0,100.0,100.0,100.0,-50.0,-50.0,24fbb1a696f71d6e0d1b5108480f9264,800.0,1250.0,6422d978aff8868105633838
838,25.0,individual,1200.0,0.0,200.0,200.0,0.0,200.0,200.0,0.0,200.0,200.0,7c0face8fe529e50525e26b60db8f436,1200.0,1250.0,6422d978aff8868105633838
838,26.0,individual,1000.0,2.0,200.0,-50.0,-50.0,400.0,200.0,-50.0,-50.0,400.0,f4c9313397b905f5ade1ab3aadf50f4b,600.0,1450.0,6422d978aff8868105633838
838,27.0,individual,400.0,2.0,100.0,-50.0,-50.0,400.0,0.0,100.0,-50.0,-50.0,467ab64f941ace4e6ed1b7cf94dc3c9c,400.0,1450.0,6422d978aff8868105633838
838,29.0,demonstration,800.0,2.0,-50.0,-50.0,400.0,100.0,-50.0,-50.0,400.0,100.0,08727b82ffbc2c30df6a57dded6f2df5,700.0,1450.0,6422d978aff8868105633838
838,30.0,demonstration,400.0,2.0,0.0,100.0,100.0,-50.0,-50.0,400.0,-50.0,-50.0,0114b2e4a5bb9e1186e67b04d9607f48,800.0,1350.0,6422d978aff8868105633838
83a,4.0,individual,300.0,3.0,-50.0,-50.0,400.0,-50.0,200.0,-50.0,-50.0,-50.0,4ab7472b6a26591dfe51bf3966bed8a0,100.0,1450.0,6422d978aff886810563383a
83a,5.0,individual,600.0,2.0,200.0,100.0,-50.0,-50.0,400.0,100.0,-50.0,-50.0,cb5d7e8650f27a14d59f573111500b5b,900.0,850.0,6422d978aff886810563383a
83a,10.0,try_yourself,1250.0,4.0,-50.0,-50.0,-50.0,200.0,400.0,200.0,400.0,200.0,975ea289a849aed45e6c4ac4a9cad8e9,1600.0,1450.0,6422d978aff886810563383a
83a,12.0,try_yourself,1250.0,4.0,-50.0,-50.0,-50.0,200.0,400.0,200.0,400.0,200.0,975ea289a849aed45e6c4ac4a9cad8e9,1600.0,1450.0,6422d978aff886810563383a
83a,13.0,try_yourself,1250.0,4.0,-50.0,-50.0,-50.0,200.0,400.0,200.0,400.0,200.0,ffac4c7b6e9a1d6afaa0d18b45bd17a4,550.0,1250.0,6422d978aff886810563383a
83a,15.0,try_yourself,1250.0,4.0,-50.0,-50.0,-50.0,200.0,400.0,200.0,400.0,200.0,ffac4c7b6e9a1d6afaa0d18b45bd17a4,550.0,1250.0,6422d978aff886810563383a
83a,17.0,try_yourself,1450.0,4.0,-50.0,-50.0,-50.0,200.0,400.0,400.0,200.0,400.0,975ea289a849aed45e6c4ac4a9cad8e9,1600.0,1450.0,6422d978aff886810563383a
83a,19.0,try_yourself,1450.0,4.0,-50.0,-50.0,-50.0,200.0,400.0,400.0,200.0,400.0,975ea289a849aed45e6c4ac4a9cad8e9,1600.0,1450.0,6422d978aff886810563383a
83a,20.0,try_yourself,1250.0,4.0,-50.0,-50.0,-50.0,200.0,400.0,200.0,400.0,200.0,ffac4c7b6e9a1d6afaa0d18b45bd17a4,550.0,1250.0,6422d978aff886810563383a
83a,22.0,try_yourself,1250.0,4.0,-50.0,-50.0,-50.0,200.0,400.0,200.0,400.0,200.0,ffac4c7b6e9a1d6afaa0d18b45bd17a4,550.0,1250.0,6422d978aff886810563383a
83a,24.0,individual,550.0,2.0,-50.0,-50.0,400.0,0.0,-50.0,-50.0,400.0,-50.0,4202d83950f191cf8bd3cea9d80ccf3a,900.0,1250.0,6422d978aff886810563383a
83a,25.0,individual,1250.0,4.0,-50.0,-50.0,-50.0,200.0,200.0,400.0,200.0,400.0,a80bb106753fd224816dba14d2a8d2de,550.0,1050.0,6422d978aff886810563383a
83a,26.0,individual,850.0,1.0,-50.0,200.0,200.0,-50.0,200.0,200.0,-50.0,200.0,328c686594ae3e8ddfeb86aa3ff37f3b,0.0,1050.0,6422d978aff886810563383a
83a,27.0,individual,1250.0,4.0,-50.0,-50.0,-50.0,200.0,400.0,200.0,400.0,200.0,5debc29265b15de1070aaf71d07462b3,800.0,1250.0,6422d978aff886810563383a
83a,29.0,demonstration,-450.0,1.0,0.0,-50.0,0.0,0.0,-50.0,-50.0,-50.0,-50.0,91c777c0c40bc78973b39b8790604b9a,400.0,850.0,6422d978aff886810563383a
83a,30.0,demonstration,1450.0,4.0,200.0,-50.0,-50.0,-50.0,200.0,400.0,400.0,400.0,037d136f121454bea9906d12fd304981,1300.0,1650.0,6422d978aff886810563383a
83b,4.0,individual,-750.0,1.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,4e749f7b49d3c2e88b8f5c5c4684d2d9,300.0,1050.0,6422d978aff886810563383b
83b,5.0,individual,600.0,1.0,200.0,200.0,-50.0,0.0,200.0,200.0,-50.0,-50.0,7fff569c6acf1238b50d95d7f48ca82c,1600.0,1450.0,6422d978aff886810563383b
83b,10.0,try_yourself,-350.0,1.0,0.0,-50.0,200.0,-50.0,-50.0,-50.0,-50.0,-50.0,772dadcc013c0b1c9d983020ef5d0b6e,1100.0,1050.0,6422d978aff886810563383b
83b,12.0,try_yourself,1100.0,0.0,0.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0,772dadcc013c0b1c9d983020ef5d0b6e,1100.0,1050.0,6422d978aff886810563383b
83b,13.0,try_yourself,1200.0,0.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,a8abfb1f3cd12a69ab0a2f01fddbc0f8,1200.0,1450.0,6422d978aff886810563383b
83b,15.0,try_yourself,1200.0,0.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,a8abfb1f3cd12a69ab0a2f01fddbc0f8,1200.0,1450.0,6422d978aff886810563383b
83b,17.0,try_yourself,1050.0,1.0,-50.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0,afab909b9f77314a0a0a0f8405cc5e31,1000.0,1050.0,6422d978aff886810563383b
83b,19.0,try_yourself,700.0,2.0,0.0,-50.0,-50.0,400.0,0.0,100.0,100.0,200.0,afab909b9f77314a0a0a0f8405cc5e31,1000.0,1050.0,6422d978aff886810563383b
83b,20.0,try_yourself,1000.0,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,6006be3fb9b56d1b365041ce62ebc787,1000.0,1250.0,6422d978aff886810563383b
83b,22.0,try_yourself,1000.0,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,6006be3fb9b56d1b365041ce62ebc787,1000.0,1250.0,6422d978aff886810563383b
