id,trialIdx,trialType,score,maxLevelReached,move_1,move_2,move_3,move_4,move_5,move_6,move_7,move_8,networkId,myopic_score,ai_score,sessionId
83b,24.0,individual,1300.0,0.0,200.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0,9d7903f67b2fe171f5843d7ad3c9fce6,1300.0,1450.0,6422d978aff886810563383b
83b,25.0,individual,1600.0,0.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,51ecc335738554e1e1ffafa610ffeaca,1600.0,1450.0,6422d978aff886810563383b
83b,26.0,individual,1200.0,0.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,4a0f2799f32f05bd886ba8824e85c9ca,1200.0,1050.0,6422d978aff886810563383b
83b,27.0,individual,1100.0,0.0,100.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,886ed8fb1ee7c16b3d884dd1cffc464b,1100.0,1050.0,6422d978aff886810563383b
83b,29.0,demonstration,50.0,1.0,200.0,200.0,0.0,-50.0,0.0,-50.0,-50.0,-50.0,ef0539bf40f5326e312416bfbadcce04,400.0,850.0,6422d978aff886810563383b
83b,30.0,demonstration,-400.0,1.0,-50.0,0.0,100.0,-50.0,-50.0,-50.0,-50.0,-50.0,1bd38117a1efad6989848defe7b04613,-200.0,1450.0,6422d978aff886810563383b
83c,4.0,individual,-800.0,0.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,70a8b9fb604c3854ad6558966854ec24,200.0,1250.0,6422d978aff886810563383c
83c,5.0,individual,-250.0,1.0,-50.0,200.0,100.0,-50.0,-50.0,-50.0,-50.0,-50.0,aee075bb502f66a59de3d50d93a74501,550.0,1650.0,6422d978aff886810563383c
83c,10.0,try_yourself,1600.0,0.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,975ea289a849aed45e6c4ac4a9cad8e9,1600.0,1450.0,6422d978aff886810563383c
83c,12.0,try_yourself,900.0,2.0,-50.0,-50.0,400.0,100.0,200.0,-50.0,-50.0,400.0,975ea289a849aed45e6c4ac4a9cad8e9,1600.0,1450.0,6422d978aff886810563383c
83c,13.0,try_yourself,600.0,1.0,-50.0,200.0,-50.0,200.0,-50.0,200.0,-50.0,200.0,ffac4c7b6e9a1d6afaa0d18b45bd17a4,550.0,1250.0,6422d978aff886810563383c
83c,15.0,try_yourself,1250.0,4.0,-50.0,-50.0,-50.0,200.0,400.0,200.0,400.0,200.0,ffac4c7b6e9a1d6afaa0d18b45bd17a4,550.0,1250.0,6422d978aff886810563383c
83c,17.0,try_yourself,1450.0,4.0,-50.0,-50.0,-50.0,200.0,400.0,400.0,400.0,200.0,e3108a52b2badae980afc815b7277eb8,0.0,1450.0,6422d978aff886810563383c
83c,19.0,try_yourself,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,e3108a52b2badae980afc815b7277eb8,0.0,1450.0,6422d978aff886810563383c
83c,20.0,try_yourself,900.0,2.0,-50.0,-50.0,400.0,0.0,200.0,100.0,200.0,100.0,dfae8f381c69dc91a7c5beea75e45a89,1200.0,1050.0,6422d978aff886810563383c
83c,22.0,try_yourself,1200.0,0.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,dfae8f381c69dc91a7c5beea75e45a89,1200.0,1050.0,6422d978aff886810563383c
83c,24.0,individual,1400.0,0.0,0.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,be0a0a73fe40cff1b154ba8e05e59111,1400.0,1650.0,6422d978aff886810563383c
83c,25.0,individual,100.0,2.0,0.0,0.0,0.0,-50.0,-50.0,400.0,-50.0,-50.0,a2c663a5e2c6b59d546691602456bfce,0.0,1250.0,6422d978aff886810563383c
83c,26.0,individual,1050.0,1.0,200.0,-50.0,200.0,200.0,100.0,100.0,200.0,100.0,35f070abfb64c2499229d1ee32cf54b6,1100.0,1450.0,6422d978aff886810563383c
83c,27.0,individual,350.0,1.0,-50.0,200.0,0.0,100.0,-50.0,200.0,-50.0,0.0,8873dfa1b3059e8c7bbb2a75f76b3b83,350.0,1250.0,6422d978aff886810563383c
83c,29.0,demonstration,1000.0,2.0,200.0,-50.0,-50.0,400.0,200.0,-50.0,-50.0,400.0,59bc73ae47a896adda8a3eeec20e03fb,650.0,850.0,6422d978aff886810563383c
83c,30.0,demonstration,350.0,2.0,-50.0,0.0,0.0,100.0,-50.0,-50.0,400.0,0.0,04fc6cbee3837127477c7577f39b61d5,300.0,1450.0,6422d978aff886810563383c
