,advisorId,advisorScore
0,6422d978aff886810563382e,900
1,6422d978aff886810563382a,1216
2,6422d978aff8868105633828,1083
3,6422d978aff886810563382c,391
4,6422d978aff886810563382b,800
5,6422d978aff886810563382d,833
6,6422d978aff8868105633829,1283
7,6422d978aff886810563382f,933
8,6422d978aff8868105633831,900
9,6422d978aff8868105633830,916
