,sessionId,isAI,condition,ExperimentName
0,63e623d186a07638e1044c3e,True,AI_lineage,rn-iii-pilot-2B
1,63e623d186a07638e1044c3f,True,AI_lineage,rn-iii-pilot-2B
2,63e623d186a07638e1044c40,True,AI_lineage,rn-iii-pilot-2B
3,63e623d186a07638e1044c41,True,AI_lineage,rn-iii-pilot-2B
4,63e623d186a07638e1044c42,True,AI_lineage,rn-iii-pilot-2B
5,63e623d186a07638e1044c43,True,AI_lineage,rn-iii-pilot-2B
6,63e623d186a07638e1044c44,True,AI_lineage,rn-iii-pilot-2B
7,63e623d186a07638e1044c45,True,AI_lineage,rn-iii-pilot-2B
8,63e623d186a07638e1044c46,True,AI_lineage,rn-iii-pilot-2B
9,63e623d186a07638e1044c47,True,AI_lineage,rn-iii-pilot-2B
10,63e623d186a07638e1044c48,False,AI_lineage,rn-iii-pilot-2B
11,63e623d186a07638e1044c49,False,AI_lineage,rn-iii-pilot-2B
12,63e623d186a07638e1044c4a,False,AI_lineage,rn-iii-pilot-2B
13,63e623d186a07638e1044c4b,False,AI_lineage,rn-iii-pilot-2B
14,63e623d186a07638e1044c4c,False,AI_lineage,rn-iii-pilot-2B
15,63e623d186a07638e1044c4d,False,AI_lineage,rn-iii-pilot-2B
16,63e623d186a07638e1044c4e,False,AI_lineage,rn-iii-pilot-2B
17,63e623d186a07638e1044c4f,False,AI_lineage,rn-iii-pilot-2B
18,63e623d186a07638e1044c50,False,AI_lineage,rn-iii-pilot-2B
19,63e623d186a07638e1044c51,False,AI_lineage,rn-iii-pilot-2B
