,sessionId,isAI,condition,ExperimentName
0,636e6aa45fa132cb00661dbd,True,AI_lineage,rn-iii-pilot-1B
1,636e6aa45fa132cb00661dbe,True,AI_lineage,rn-iii-pilot-1B
2,636e6aa45fa132cb00661dbf,True,AI_lineage,rn-iii-pilot-1B
3,636e6aa45fa132cb00661dc0,True,AI_lineage,rn-iii-pilot-1B
4,636e6aa45fa132cb00661dc1,True,AI_lineage,rn-iii-pilot-1B
5,636e6aa45fa132cb00661dc2,True,AI_lineage,rn-iii-pilot-1B
6,636e6aa45fa132cb00661dc3,True,AI_lineage,rn-iii-pilot-1B
7,636e6aa45fa132cb00661dc4,True,AI_lineage,rn-iii-pilot-1B
8,636e6aa45fa132cb00661dc5,True,AI_lineage,rn-iii-pilot-1B
9,636e6aa45fa132cb00661dc6,True,AI_lineage,rn-iii-pilot-1B
10,636e6aa45fa132cb00661dc7,False,AI_lineage,rn-iii-pilot-1B
11,636e6aa45fa132cb00661dc8,False,AI_lineage,rn-iii-pilot-1B
12,636e6aa45fa132cb00661dc9,False,AI_lineage,rn-iii-pilot-1B
13,636e6aa45fa132cb00661dca,False,AI_lineage,rn-iii-pilot-1B
14,636e6aa45fa132cb00661dcb,False,AI_lineage,rn-iii-pilot-1B
15,636e6aa45fa132cb00661dcc,False,AI_lineage,rn-iii-pilot-1B
16,636e6aa55fa132cb00661dce,False,AI_lineage,rn-iii-pilot-1B
17,636e6aa55fa132cb00661dcf,False,AI_lineage,rn-iii-pilot-1B
18,636e6aa55fa132cb00661dd0,False,AI_lineage,rn-iii-pilot-1B
