,advisorId,advisorScore
0,642bdb6f5b5b9c825f6d8ac5,1041
1,642bdb6f5b5b9c825f6d8ac1,1116
2,642bdb6f5b5b9c825f6d8abf,1133
3,642bdb6f5b5b9c825f6d8ac3,691
4,642bdb6f5b5b9c825f6d8ac2,816
5,642bdb6f5b5b9c825f6d8ac4,833
6,642bdb6f5b5b9c825f6d8ac0,1250
7,642bdb6f5b5b9c825f6d8ac6,883
8,642bdb6f5b5b9c825f6d8ac8,958
9,642bdb6f5b5b9c825f6d8ac7,933
