,network_id,strategy,step,source_node,current_node,reward,total_reward
149,b7bb92f3f3d58af9427a2e8ec5a5763a,random,6,8,5,-50,50
150,b7bb92f3f3d58af9427a2e8ec5a5763a,random,7,5,8,200,250
151,b7bb92f3f3d58af9427a2e8ec5a5763a,random,8,8,5,-50,200
152,1a16f9857ca0f3590a44081a6e253b79,random,1,6,7,-50,-50
153,1a16f9857ca0f3590a44081a6e253b79,random,2,7,0,-50,-100
154,1a16f9857ca0f3590a44081a6e253b79,random,3,0,1,-50,-150
155,1a16f9857ca0f3590a44081a6e253b79,random,4,1,2,-50,-200
156,1a16f9857ca0f3590a44081a6e253b79,random,5,2,5,0,-200
157,1a16f9857ca0f3590a44081a6e253b79,random,6,5,7,-50,-250
158,1a16f9857ca0f3590a44081a6e253b79,random,7,7,0,-50,-300
159,1a16f9857ca0f3590a44081a6e253b79,random,8,0,9,400,100
160,a655a557466e7af834e6e7a6c001f199,random,1,0,8,-50,-50
161,a655a557466e7af834e6e7a6c001f199,random,2,8,3,200,150
162,a655a557466e7af834e6e7a6c001f199,random,3,3,0,100,250
163,a655a557466e7af834e6e7a6c001f199,random,4,0,5,0,250
164,a655a557466e7af834e6e7a6c001f199,random,5,5,0,100,350
165,a655a557466e7af834e6e7a6c001f199,random,6,0,5,0,350
166,a655a557466e7af834e6e7a6c001f199,random,7,5,8,-50,300
167,a655a557466e7af834e6e7a6c001f199,random,8,8,6,-50,250
168,d5f2c8d388501884fb9f1edac4291037,random,1,2,8,0,0
169,d5f2c8d388501884fb9f1edac4291037,random,2,8,2,200,200
170,d5f2c8d388501884fb9f1edac4291037,random,3,2,8,0,200
171,d5f2c8d388501884fb9f1edac4291037,random,4,8,7,-50,150
172,d5f2c8d388501884fb9f1edac4291037,random,5,7,4,0,150
173,d5f2c8d388501884fb9f1edac4291037,random,6,4,9,-50,100
174,d5f2c8d388501884fb9f1edac4291037,random,7,9,6,-50,50
175,d5f2c8d388501884fb9f1edac4291037,random,8,6,3,-50,0
176,a5dde7cfcaa6790b67f64ba90a42bd19,random,1,7,2,-50,-50
177,a5dde7cfcaa6790b67f64ba90a42bd19,random,2,2,9,-50,-100
178,a5dde7cfcaa6790b67f64ba90a42bd19,random,3,9,3,-50,-150
179,a5dde7cfcaa6790b67f64ba90a42bd19,random,4,3,0,200,50
180,a5dde7cfcaa6790b67f64ba90a42bd19,random,5,0,3,200,250
181,a5dde7cfcaa6790b67f64ba90a42bd19,random,6,3,9,0,250
182,a5dde7cfcaa6790b67f64ba90a42bd19,random,7,9,3,-50,200
183,a5dde7cfcaa6790b67f64ba90a42bd19,random,8,3,0,200,400
184,686c20c4c0f4c04c2cd7f9e699903582,random,1,9,2,0,0
185,686c20c4c0f4c04c2cd7f9e699903582,random,2,2,9,0,0
186,686c20c4c0f4c04c2cd7f9e699903582,random,3,9,3,-50,-50
187,686c20c4c0f4c04c2cd7f9e699903582,random,4,3,2,0,-50
188,686c20c4c0f4c04c2cd7f9e699903582,random,5,2,7,-50,-100
189,686c20c4c0f4c04c2cd7f9e699903582,random,6,7,5,-50,-150
190,686c20c4c0f4c04c2cd7f9e699903582,random,7,5,9,400,250
191,686c20c4c0f4c04c2cd7f9e699903582,random,8,9,3,-50,200
192,396a769fc7b9a1cd199fe20a1dd60cc3,random,1,7,6,100,100
193,396a769fc7b9a1cd199fe20a1dd60cc3,random,2,6,1,-50,50
194,396a769fc7b9a1cd199fe20a1dd60cc3,random,3,1,2,0,50
195,396a769fc7b9a1cd199fe20a1dd60cc3,random,4,2,9,200,250
196,396a769fc7b9a1cd199fe20a1dd60cc3,random,5,9,7,200,450
197,396a769fc7b9a1cd199fe20a1dd60cc3,random,6,7,1,-50,400
198,396a769fc7b9a1cd199fe20a1dd60cc3,random,7,1,2,0,400
199,396a769fc7b9a1cd199fe20a1dd60cc3,random,8,2,9,200,600
200,5e6001546ed70b1a147e50dcf319729b,random,1,8,4,0,0
201,5e6001546ed70b1a147e50dcf319729b,random,2,4,9,-50,-50
202,5e6001546ed70b1a147e50dcf319729b,random,3,9,5,0,-50
203,5e6001546ed70b1a147e50dcf319729b,random,4,5,9,-50,-100
204,5e6001546ed70b1a147e50dcf319729b,random,5,9,5,0,-100
205,5e6001546ed70b1a147e50dcf319729b,random,6,5,4,0,-100
206,5e6001546ed70b1a147e50dcf319729b,random,7,4,9,-50,-150
207,5e6001546ed70b1a147e50dcf319729b,random,8,9,5,0,-150
208,5d94ab3c1e2b41709db1dc7831197ccd,random,1,1,5,-50,-50
209,5d94ab3c1e2b41709db1dc7831197ccd,random,2,5,3,-50,-100
210,5d94ab3c1e2b41709db1dc7831197ccd,random,3,3,9,400,300
211,5d94ab3c1e2b41709db1dc7831197ccd,random,4,9,8,0,300
212,5d94ab3c1e2b41709db1dc7831197ccd,random,5,8,5,-50,250
213,5d94ab3c1e2b41709db1dc7831197ccd,random,6,5,1,0,250
214,5d94ab3c1e2b41709db1dc7831197ccd,random,7,1,6,-50,200
215,5d94ab3c1e2b41709db1dc7831197ccd,random,8,6,8,0,200
216,85eabf6a4a179f26f0b31e228e1ee12c,random,1,4,6,-50,-50
217,85eabf6a4a179f26f0b31e228e1ee12c,random,2,6,3,200,150
218,85eabf6a4a179f26f0b31e228e1ee12c,random,3,3,4,0,150
219,85eabf6a4a179f26f0b31e228e1ee12c,random,4,4,6,-50,100
220,85eabf6a4a179f26f0b31e228e1ee12c,random,5,6,3,200,300
221,85eabf6a4a179f26f0b31e228e1ee12c,random,6,3,4,0,300
222,85eabf6a4a179f26f0b31e228e1ee12c,random,7,4,6,-50,250
223,85eabf6a4a179f26f0b31e228e1ee12c,random,8,6,9,-50,200
224,bfcc69d01d5b86958dcebec85f7b2e5e,random,1,1,0,-50,-50
225,bfcc69d01d5b86958dcebec85f7b2e5e,random,2,0,1,200,150
226,bfcc69d01d5b86958dcebec85f7b2e5e,random,3,1,6,0,150
227,bfcc69d01d5b86958dcebec85f7b2e5e,random,4,6,9,-50,100
228,bfcc69d01d5b86958dcebec85f7b2e5e,random,5,9,2,-50,50
229,bfcc69d01d5b86958dcebec85f7b2e5e,random,6,2,7,-50,0
230,bfcc69d01d5b86958dcebec85f7b2e5e,random,7,7,1,0,0
231,bfcc69d01d5b86958dcebec85f7b2e5e,random,8,1,0,-50,-50
232,393f4397e98c6c15b7d38c7bdadf386f,random,1,4,7,0,0
233,393f4397e98c6c15b7d38c7bdadf386f,random,2,7,2,-50,-50
234,393f4397e98c6c15b7d38c7bdadf386f,random,3,2,0,-50,-100
235,393f4397e98c6c15b7d38c7bdadf386f,random,4,0,5,-50,-150
236,393f4397e98c6c15b7d38c7bdadf386f,random,5,5,3,200,50
237,393f4397e98c6c15b7d38c7bdadf386f,random,6,3,5,400,450
238,393f4397e98c6c15b7d38c7bdadf386f,random,7,5,9,200,650
239,393f4397e98c6c15b7d38c7bdadf386f,random,8,9,3,400,1050
240,9bea7eb62b55a08ef612a67888b55126,random,1,0,2,-50,-50
241,9bea7eb62b55a08ef612a67888b55126,random,2,2,3,200,150
242,9bea7eb62b55a08ef612a67888b55126,random,3,3,1,0,150
243,9bea7eb62b55a08ef612a67888b55126,random,4,1,0,100,250
244,9bea7eb62b55a08ef612a67888b55126,random,5,0,1,100,350
245,9bea7eb62b55a08ef612a67888b55126,random,6,1,2,-50,300
246,9bea7eb62b55a08ef612a67888b55126,random,7,2,3,200,500
247,9bea7eb62b55a08ef612a67888b55126,random,8,3,0,200,700
248,8dc7e06bc85704fe3dc78eaa92016510,random,1,3,0,-50,-50
249,8dc7e06bc85704fe3dc78eaa92016510,random,2,0,4,100,50
250,8dc7e06bc85704fe3dc78eaa92016510,random,3,4,1,-50,0
251,8dc7e06bc85704fe3dc78eaa92016510,random,4,1,3,400,400
252,8dc7e06bc85704fe3dc78eaa92016510,random,5,3,0,-50,350
253,8dc7e06bc85704fe3dc78eaa92016510,random,6,0,1,-50,300
254,8dc7e06bc85704fe3dc78eaa92016510,random,7,1,3,400,700
255,8dc7e06bc85704fe3dc78eaa92016510,random,8,3,2,0,700
256,77904613420735578615edf801ac29fc,random,1,7,8,200,200
257,77904613420735578615edf801ac29fc,random,2,8,7,200,400
258,77904613420735578615edf801ac29fc,random,3,7,8,200,600
259,77904613420735578615edf801ac29fc,random,4,8,1,-50,550
260,77904613420735578615edf801ac29fc,random,5,1,0,-50,500
261,77904613420735578615edf801ac29fc,random,6,0,4,-50,450
262,77904613420735578615edf801ac29fc,random,7,4,5,200,650
263,77904613420735578615edf801ac29fc,random,8,5,3,200,850
264,7e9030d68efca4293d838c4d9e23ea38,random,1,8,4,200,200
265,7e9030d68efca4293d838c4d9e23ea38,random,2,4,2,-50,150
266,7e9030d68efca4293d838c4d9e23ea38,random,3,2,3,-50,100
267,7e9030d68efca4293d838c4d9e23ea38,random,4,3,9,-50,50
268,7e9030d68efca4293d838c4d9e23ea38,random,5,9,0,100,150
269,7e9030d68efca4293d838c4d9e23ea38,random,6,0,5,-50,100
270,7e9030d68efca4293d838c4d9e23ea38,random,7,5,2,-50,50
271,7e9030d68efca4293d838c4d9e23ea38,random,8,2,3,-50,0
272,cf153e35d4af808de4ec983a6d0f3027,random,1,9,4,-50,-50
273,cf153e35d4af808de4ec983a6d0f3027,random,2,4,2,0,-50
274,cf153e35d4af808de4ec983a6d0f3027,random,3,2,9,0,-50
275,cf153e35d4af808de4ec983a6d0f3027,random,4,9,2,100,50
276,cf153e35d4af808de4ec983a6d0f3027,random,5,2,4,-50,0
277,cf153e35d4af808de4ec983a6d0f3027,random,6,4,2,0,0
278,cf153e35d4af808de4ec983a6d0f3027,random,7,2,9,0,0
279,cf153e35d4af808de4ec983a6d0f3027,random,8,9,4,-50,-50
280,05eaf849cfe6f9b0c5a25ae413d4a7b6,random,1,7,8,-50,-50
281,05eaf849cfe6f9b0c5a25ae413d4a7b6,random,2,8,0,-50,-100
282,05eaf849cfe6f9b0c5a25ae413d4a7b6,random,3,0,1,400,300
283,05eaf849cfe6f9b0c5a25ae413d4a7b6,random,4,1,2,0,300
284,05eaf849cfe6f9b0c5a25ae413d4a7b6,random,5,2,7,0,300
285,05eaf849cfe6f9b0c5a25ae413d4a7b6,random,6,7,9,-50,250
286,05eaf849cfe6f9b0c5a25ae413d4a7b6,random,7,9,5,0,250
287,05eaf849cfe6f9b0c5a25ae413d4a7b6,random,8,5,2,100,350
288,775d6e593f8bf07b059188f82d5ebe47,random,1,9,3,-50,-50
289,775d6e593f8bf07b059188f82d5ebe47,random,2,3,0,-50,-100
290,775d6e593f8bf07b059188f82d5ebe47,random,3,0,6,-50,-150
291,775d6e593f8bf07b059188f82d5ebe47,random,4,6,8,0,-150
292,775d6e593f8bf07b059188f82d5ebe47,random,5,8,4,-50,-200
293,775d6e593f8bf07b059188f82d5ebe47,random,6,4,1,100,-100
294,775d6e593f8bf07b059188f82d5ebe47,random,7,1,3,-50,-150
295,775d6e593f8bf07b059188f82d5ebe47,random,8,3,0,-50,-200
296,b69aabee546d7412dd56e68708a7a0e7,random,1,7,8,200,200
297,b69aabee546d7412dd56e68708a7a0e7,random,2,8,3,-50,150
298,b69aabee546d7412dd56e68708a7a0e7,random,3,3,1,0,150
299,b69aabee546d7412dd56e68708a7a0e7,random,4,1,3,-50,100
300,b69aabee546d7412dd56e68708a7a0e7,random,5,3,1,0,100
301,b69aabee546d7412dd56e68708a7a0e7,random,6,1,7,100,200
302,b69aabee546d7412dd56e68708a7a0e7,random,7,7,3,-50,150
303,b69aabee546d7412dd56e68708a7a0e7,random,8,3,1,0,150
304,ecb2ecf0dee728d790960e54719d1e68,random,1,5,9,-50,-50
305,ecb2ecf0dee728d790960e54719d1e68,random,2,9,8,200,150
306,ecb2ecf0dee728d790960e54719d1e68,random,3,8,9,-50,100
307,ecb2ecf0dee728d790960e54719d1e68,random,4,9,8,200,300
308,ecb2ecf0dee728d790960e54719d1e68,random,5,8,3,100,400
309,ecb2ecf0dee728d790960e54719d1e68,random,6,3,0,200,600
310,ecb2ecf0dee728d790960e54719d1e68,random,7,0,8,100,700
311,ecb2ecf0dee728d790960e54719d1e68,random,8,8,9,-50,650
312,11d7b4994b6e5b3a588d9970e11dba47,random,1,5,2,-50,-50
313,11d7b4994b6e5b3a588d9970e11dba47,random,2,2,5,0,-50
314,11d7b4994b6e5b3a588d9970e11dba47,random,3,5,1,200,150
315,11d7b4994b6e5b3a588d9970e11dba47,random,4,1,3,-50,100
316,11d7b4994b6e5b3a588d9970e11dba47,random,5,3,5,0,100
317,11d7b4994b6e5b3a588d9970e11dba47,random,6,5,2,-50,50
318,11d7b4994b6e5b3a588d9970e11dba47,random,7,2,5,0,50
319,11d7b4994b6e5b3a588d9970e11dba47,random,8,5,2,-50,0
320,f5d9fc0b1cf995ecf9962f126fe3b156,random,1,4,2,200,200
321,f5d9fc0b1cf995ecf9962f126fe3b156,random,2,2,7,0,200
322,f5d9fc0b1cf995ecf9962f126fe3b156,random,3,7,9,-50,150
323,f5d9fc0b1cf995ecf9962f126fe3b156,random,4,9,8,-50,100
324,f5d9fc0b1cf995ecf9962f126fe3b156,random,5,8,7,400,500
325,f5d9fc0b1cf995ecf9962f126fe3b156,random,6,7,9,-50,450
326,f5d9fc0b1cf995ecf9962f126fe3b156,random,7,9,8,-50,400
327,f5d9fc0b1cf995ecf9962f126fe3b156,random,8,8,3,-50,350
328,3e22897be8803d3b89051a071cf51d0e,random,1,4,2,100,100
329,3e22897be8803d3b89051a071cf51d0e,random,2,2,0,-50,50
330,3e22897be8803d3b89051a071cf51d0e,random,3,0,3,0,50
331,3e22897be8803d3b89051a071cf51d0e,random,4,3,2,200,250
332,3e22897be8803d3b89051a071cf51d0e,random,5,2,5,100,350
333,3e22897be8803d3b89051a071cf51d0e,random,6,5,4,100,450
334,3e22897be8803d3b89051a071cf51d0e,random,7,4,0,-50,400
335,3e22897be8803d3b89051a071cf51d0e,random,8,0,6,-50,350
336,081b39b6050826d61ffe8dd2e5dfcef9,random,1,1,5,200,200
337,081b39b6050826d61ffe8dd2e5dfcef9,random,2,5,1,200,400
338,081b39b6050826d61ffe8dd2e5dfcef9,random,3,1,5,200,600
339,081b39b6050826d61ffe8dd2e5dfcef9,random,4,5,1,200,800
340,081b39b6050826d61ffe8dd2e5dfcef9,random,5,1,5,200,1000
341,081b39b6050826d61ffe8dd2e5dfcef9,random,6,5,1,200,1200
342,081b39b6050826d61ffe8dd2e5dfcef9,random,7,1,4,-50,1150
343,081b39b6050826d61ffe8dd2e5dfcef9,random,8,4,5,0,1150
344,d0a1983cf5a191aeae23939165dc3c67,random,1,0,6,100,100
345,d0a1983cf5a191aeae23939165dc3c67,random,2,6,8,0,100
346,d0a1983cf5a191aeae23939165dc3c67,random,3,8,0,0,100
347,d0a1983cf5a191aeae23939165dc3c67,random,4,0,6,100,200
348,d0a1983cf5a191aeae23939165dc3c67,random,5,6,4,-50,150
349,d0a1983cf5a191aeae23939165dc3c67,random,6,4,2,-50,100
350,d0a1983cf5a191aeae23939165dc3c67,random,7,2,0,400,500
351,d0a1983cf5a191aeae23939165dc3c67,random,8,0,6,100,600
352,6a493cdf77df9aff45db325d4a580d6d,random,1,5,2,100,100
353,6a493cdf77df9aff45db325d4a580d6d,random,2,2,3,0,100
354,6a493cdf77df9aff45db325d4a580d6d,random,3,3,5,200,300
355,6a493cdf77df9aff45db325d4a580d6d,random,4,5,6,-50,250
356,6a493cdf77df9aff45db325d4a580d6d,random,5,6,3,200,450
357,6a493cdf77df9aff45db325d4a580d6d,random,6,3,5,200,650
358,6a493cdf77df9aff45db325d4a580d6d,random,7,5,6,-50,600
359,6a493cdf77df9aff45db325d4a580d6d,random,8,6,3,200,800
360,3343f1b33bfc2f8fff5b0025dad509ec,random,1,0,4,100,100
361,3343f1b33bfc2f8fff5b0025dad509ec,random,2,4,0,100,200
362,3343f1b33bfc2f8fff5b0025dad509ec,random,3,0,4,100,300
363,3343f1b33bfc2f8fff5b0025dad509ec,random,4,4,0,100,400
364,3343f1b33bfc2f8fff5b0025dad509ec,random,5,0,4,100,500
365,3343f1b33bfc2f8fff5b0025dad509ec,random,6,4,8,-50,450
366,3343f1b33bfc2f8fff5b0025dad509ec,random,7,8,9,-50,400
367,3343f1b33bfc2f8fff5b0025dad509ec,random,8,9,7,400,800
368,3c2f57c73aba8a3bcddd5b4f46d12218,random,1,0,3,200,200
369,3c2f57c73aba8a3bcddd5b4f46d12218,random,2,3,0,100,300
370,3c2f57c73aba8a3bcddd5b4f46d12218,random,3,0,3,200,500
371,3c2f57c73aba8a3bcddd5b4f46d12218,random,4,3,0,100,600
372,3c2f57c73aba8a3bcddd5b4f46d12218,random,5,0,1,-50,550
