,networkId,expectedAIReward,expectedMyopicReward
68,5e88ca1cb78c3874de9e11bd2cf06da3,1650,1650
69,00ce9158e0402fba179f837d8fdabe1b,1250,1250
70,6d6a8f4289848285b42d203c82adaa93,1450,1450
71,9f483798a191ee809c66b2e4c129afe3,1450,1450
72,d42351c19aaf4eb5aa98ad312016e815,1250,1250
73,1670d159a91882bfff3ca06ef8e426a8,1250,1250
74,5600de6db910588038b0a436d6027a13,1650,1650
75,85b4a094c9dad0603bc5f32e73defe19,850,850
76,0f145ca3e4e5228d4e3449f685bb10b8,1250,1250
77,217acc879186f096559677404c345d77,1450,1450
78,ff2b1e1da52e895932179650b1a5b84d,1450,1450
79,46592185731ddc60e34fe2958cfea044,1250,1250
80,f4a21524d32d139f43f38cf5e2de868b,850,850
81,0e64dec233622fb2b0a7c82bf7b9bb1f,1250,1250
82,f432227957631642b69be34ae45ba86b,1250,1250
83,1ff2f018a7ec1b6d0e50422f442802c7,1250,1250
84,fbb1ccf568906e9b36f2f0dce5fe5d9f,1450,1450
85,7cb49fda9b479c7e64b3a2b563a3b89a,1450,1450
86,c25f996839eb3189bac9359a416f073a,1250,1250
87,81880baac55acb51aec6b68dfd3a9505,1250,1250
88,1670d159a91882bfff3ca06ef8e426a8,1250,1250
89,b5e1185c95ad881cf882252b7e8fe84a,850,850
90,84aa64ecc9b04318af3e98f965f9b897,1450,1450
91,6ed5182068180c598b98642322910ff0,1650,1650
92,41b844f495e85301a4ae49cd17ea04ae,1350,1350
93,1fc8bdb24b08c5259812ee6af2e38258,1250,1250
94,01fcb072a1a991f688268cb056fd7425,1050,1050
95,55c56434f3d6dd1b0b847b0d88b4c0b7,1250,1250
96,fd329b9abbe323a76fbfbe7a64ede883,1450,1450
97,282a6cc7486e263d2b0fee9e3f1972f7,1050,1050
98,773899dd66b0758d4206fbb0fd9758cd,1250,1250
99,977134714768ced9d234a0f8390cff49,1150,1150
100,6add6dfd72c503ec875e335b758784a4,1050,1050
101,5c06d059835a31d0a6f9af62bf68b4f1,1250,1250
102,85c187b881a18f901034ee3df3a9fbc2,1050,1050
103,15c923f5a949a6c33edc416d37ef8a8c,1250,1250
104,7ff046cb596f563f253fa076dc62e795,850,850
105,6432e2a0cd8bcd98e8be048855473b47,850,850
106,cd237f324519a6084a75f62f6818d863,1250,1250
107,8a16aa18ecb03b7f4160fe0c59aca1eb,1250,1250
108,9fbe44d8df3d8b06580507b5cca42ed8,1450,1450
109,ef6faa2a7b3212e04fdf1a319b796812,1250,1250
110,3091efeec493b0de7abbbf6b53369288,1450,1450
111,18ae60d3fa2b0e0e486d9c732124077c,850,850
112,85b4a094c9dad0603bc5f32e73defe19,850,850
113,b5371a4d910c156d6fc7f3578c6251b8,1250,1250
114,1c57b63d22a68dd573175dd5b4144659,1250,1250
115,374bc516bdd45055f2bc9c37ed210113,1250,1250
116,8dc7e06bc85704fe3dc78eaa92016510,850,850
117,862097a0baf5b6e2f78479882cf37540,1650,1650
118,3706dc98663f54690dbb9ea5c694ba5c,1450,1450
119,be0a0a73fe40cff1b154ba8e05e59111,1650,1650
120,e65604144dd9a651c49aee257a50d525,1250,1250
121,a41452358603571b2f6b5313b2ce7efc,1050,1050
122,f4ac0b15dd2d60655192c61bf3995c87,1250,1250
123,daf79825f2c511b7d86f12b92018c560,1050,1050
124,7e9658df9f6b1b0e089b5c4516c4652f,1050,1050
125,aa7fddbd158d443d0592dd83245ae4f9,1250,1250
126,017b916a00be1c2c0db9580eb99c0c5e,1450,1450
127,771e6b8468e2e77f544b63d4de33dad2,1250,1250
128,b81c17ffbb38492b9b0e3139d5d30dea,850,850
129,35f070abfb64c2499229d1ee32cf54b6,1450,1450
130,328c686594ae3e8ddfeb86aa3ff37f3b,1050,1050
131,742fcbab171efb0616da3c8368d3043f,1650,1650
132,3168d7c6548ee13740d2eb4b3dd70dc8,1250,1250
133,4aa08ddf84795785781badedb227035b,850,850
134,875241a05705afee7435976fb14e11c5,1250,1250
135,f1b3623cd1a9641d5d9a9cc55fd70db5,1050,1050
136,cb226a27079683c5a81e7c73450fd1d7,850,850
137,d445d7c1d6b45cc8380037ada1505f48,1050,1050
138,b58f1dbe2001ae48d0f1aada4e64c72f,1650,1650
139,db7c4c5a76dc11c1da4fa477a7a4b4e8,1250,1250
140,f5d9fc0b1cf995ecf9962f126fe3b156,1050,1050
141,7b93eaf9e5c8c7625d2c5a73c8fb2798,1450,1450
142,a5679a2faee6e7d1553ecab14926be5d,1250,1250
143,fe519fbb23b822118174bf02d28fb3f6,1250,1250
144,39c69d6c9d2f52112743747af13fe6a1,1250,1250
145,9af7c501d4c93c32b318199310457c06,1450,1450
146,41f8576fc22e2bae6ecb3b3ee1e0ac0f,1250,1250
147,800d3260969b70695e4a174da6077edb,1250,1250
148,f9cce323131f616fe109f01ff90d19a7,1250,1250
149,0331fbec167b3017ecf5c4c85fdccfe8,1150,1150
150,0a437e057d134feaa92ad2c2c3ab7c92,850,850
151,9af4d8d0989cac054183d7c065c65214,850,850
152,d0a1983cf5a191aeae23939165dc3c67,1050,1050
153,64466346e14b1eb6595b5143c44bc29e,1250,1250
154,a35dabfbcbeba15bdb2328c24958a1eb,1250,1250
155,d4931a1a4a6ddf5b6b76744c80a1c41c,1250,1250
156,675b907a55ab71f8d0c77d85c393ae8a,1250,1250
157,0795a73ccd9a50f61acf04e284d0637b,850,850
158,756ff46265054a6e39d1ac5a04d06a1d,1650,1650
159,ad3bd56c58cd138f454254bd3614a6d7,1450,1450
160,ad4a069f1207413afb3548b75f9b07fc,1450,1450
161,98ce296aabab9bf7a1731a5cebf0ebd3,1450,1450
162,929378f23003cda709263f886e228fc4,1250,1250
163,51edc36de506ff346ed262c1081554eb,1450,1450
164,10a9369d47615decec8f29f030c3e26f,850,850
165,c2c84d6b0affb2b95b878cd593c191c5,1150,1150
166,416dfebe38d4ccb52c5210b0485d82da,1650,1650
167,5cb65dc7783fdcd893e39ac3e9a0eaad,1050,1050
168,5f83aef942c273f0b818ce32b1314cc5,1250,1250
169,034eb924e44d34d7b1b000d1545b7afc,1450,1450
170,707bb2b330a7e1383572061d7bad3a3c,1450,1450
171,97a9db29905bd15c5ad8de1776a67491,1050,1050
172,5600de6db910588038b0a436d6027a13,1650,1650
173,432b8d0c54870e9849e276b9b8c4e0d4,1250,1250
174,dc8cf713b9c5aed18e6e65c78884ece4,1250,1250
175,3247c7acf9f72e36eae36c4f4b8b6900,1450,1450
176,ab1c071995dfc4f83b2b412a124704eb,1450,1450
177,a432d08d2e2a0d22a4efcc5762f09651,1050,1050
178,9bea7eb62b55a08ef612a67888b55126,1050,1050
179,6cbef37f1bc3e760dad87ed4fdc147b0,1050,1050
180,452dcce8ad3c776dc7b840e595459643,850,850
181,aee075bb502f66a59de3d50d93a74501,1650,1650
182,3abaf316ae8c67198bb6e0c277b3cf43,1450,1450
183,268b96a55e3092c64316ab7dcb993406,1050,1050
184,cce37bd21fb80f3cbaa7b58455355eae,1050,1050
185,5c45f52e580286612a0dab3e98313676,1250,1250
186,02d5aeb6c2a4e03f6a24cfe75cc92b3c,1450,1450
187,64f07dd51002f06bf7098bb582ccf8c3,1250,1250
188,a5206779f7242edf51ddb826d69a76e1,1050,1050
189,11893ee3003270d344d3d98bc2b51c67,1050,1050
190,c657293f36177bce1c57f41c2a44a9f8,850,850
191,d9451cef34c0ebdf2f7a33bce29b3202,850,850
192,559f1e16e33c0d9f62e87d0a29bd09fc,1250,1250
193,b6e257b52fe6bba6ca3f7249c3339eac,1250,1250
194,bfc3abd5ff21130fcf457362c329b046,1450,1450
195,affba38a460e4d4ee78dde13b97dc4ad,1450,1450
196,b6d8c0b0b07899c978620adbf26f0bf6,1250,1250
197,dd33e76ce36532d66d6ae40164cc2235,1250,1250
198,4e749f7b49d3c2e88b8f5c5c4684d2d9,1050,1050
199,483a024a066d50791fbbfd3a417babc0,1250,1250
