,sessionId,generation,trialType,trialIdx,parentSessionId,parentSession_isAI
0,63e60e5c86a07638e1044c25,0,consent,0,,
1,63e60e5c86a07638e1044c25,0,instruction,1,,
2,63e60e5c86a07638e1044c25,0,practice,2,,
3,63e60e5c86a07638e1044c25,0,instruction,3,,
4,63e60e5c86a07638e1044c25,0,individual,4,,
5,63e60e5c86a07638e1044c25,0,individual,5,,
6,63e60e5c86a07638e1044c25,0,individual,6,,
7,63e60e5c86a07638e1044c25,0,individual,7,,
8,63e60e5c86a07638e1044c25,0,individual,8,,
9,63e60e5c86a07638e1044c25,0,individual,9,,
10,63e60e5c86a07638e1044c25,0,individual,10,,
11,63e60e5c86a07638e1044c25,0,individual,11,,
12,63e60e5c86a07638e1044c25,0,individual,12,,
13,63e60e5c86a07638e1044c25,0,individual,13,,
14,63e60e5c86a07638e1044c25,0,individual,14,,
15,63e60e5c86a07638e1044c25,0,individual,15,,
16,63e60e5c86a07638e1044c25,0,individual,16,,
17,63e60e5c86a07638e1044c25,0,individual,17,,
18,63e60e5c86a07638e1044c25,0,individual,18,,
19,63e60e5c86a07638e1044c25,0,individual,19,,
20,63e60e5c86a07638e1044c25,0,individual,20,,
21,63e60e5c86a07638e1044c25,0,individual,21,,
22,63e60e5c86a07638e1044c25,0,instruction,22,,
23,63e60e5c86a07638e1044c25,0,demonstration,23,,
24,63e60e5c86a07638e1044c25,0,demonstration,24,,
25,63e60e5c86a07638e1044c25,0,instruction,25,,
26,63e60e5c86a07638e1044c25,0,written_strategy,26,,
27,63e60e5c86a07638e1044c25,0,post_survey,27,,
28,63e60e5c86a07638e1044c25,0,debriefing,28,,
29,63e60e5c86a07638e1044c26,0,consent,0,,
30,63e60e5c86a07638e1044c26,0,instruction,1,,
31,63e60e5c86a07638e1044c26,0,practice,2,,
32,63e60e5c86a07638e1044c26,0,instruction,3,,
33,63e60e5c86a07638e1044c26,0,individual,4,,
34,63e60e5c86a07638e1044c26,0,individual,5,,
35,63e60e5c86a07638e1044c26,0,individual,6,,
36,63e60e5c86a07638e1044c26,0,individual,7,,
37,63e60e5c86a07638e1044c26,0,individual,8,,
38,63e60e5c86a07638e1044c26,0,individual,9,,
39,63e60e5c86a07638e1044c26,0,individual,10,,
40,63e60e5c86a07638e1044c26,0,individual,11,,
41,63e60e5c86a07638e1044c26,0,individual,12,,
42,63e60e5c86a07638e1044c26,0,individual,13,,
43,63e60e5c86a07638e1044c26,0,individual,14,,
44,63e60e5c86a07638e1044c26,0,individual,15,,
45,63e60e5c86a07638e1044c26,0,individual,16,,
46,63e60e5c86a07638e1044c26,0,individual,17,,
47,63e60e5c86a07638e1044c26,0,individual,18,,
48,63e60e5c86a07638e1044c26,0,individual,19,,
49,63e60e5c86a07638e1044c26,0,individual,20,,
50,63e60e5c86a07638e1044c26,0,individual,21,,
51,63e60e5c86a07638e1044c26,0,instruction,22,,
52,63e60e5c86a07638e1044c26,0,demonstration,23,,
53,63e60e5c86a07638e1044c26,0,demonstration,24,,
54,63e60e5c86a07638e1044c26,0,instruction,25,,
55,63e60e5c86a07638e1044c26,0,written_strategy,26,,
56,63e60e5c86a07638e1044c26,0,post_survey,27,,
57,63e60e5c86a07638e1044c26,0,debriefing,28,,
58,63e60e5c86a07638e1044c27,0,consent,0,,
59,63e60e5c86a07638e1044c27,0,instruction,1,,
60,63e60e5c86a07638e1044c27,0,practice,2,,
61,63e60e5c86a07638e1044c27,0,instruction,3,,
62,63e60e5c86a07638e1044c27,0,individual,4,,
63,63e60e5c86a07638e1044c27,0,individual,5,,
64,63e60e5c86a07638e1044c27,0,individual,6,,
65,63e60e5c86a07638e1044c27,0,individual,7,,
66,63e60e5c86a07638e1044c27,0,individual,8,,
67,63e60e5c86a07638e1044c27,0,individual,9,,
68,63e60e5c86a07638e1044c27,0,individual,10,,
69,63e60e5c86a07638e1044c27,0,individual,11,,
70,63e60e5c86a07638e1044c27,0,individual,12,,
71,63e60e5c86a07638e1044c27,0,individual,13,,
72,63e60e5c86a07638e1044c27,0,individual,14,,
73,63e60e5c86a07638e1044c27,0,individual,15,,
74,63e60e5c86a07638e1044c27,0,individual,16,,
75,63e60e5c86a07638e1044c27,0,individual,17,,
76,63e60e5c86a07638e1044c27,0,individual,18,,
77,63e60e5c86a07638e1044c27,0,individual,19,,
78,63e60e5c86a07638e1044c27,0,individual,20,,
79,63e60e5c86a07638e1044c27,0,individual,21,,
80,63e60e5c86a07638e1044c27,0,instruction,22,,
81,63e60e5c86a07638e1044c27,0,demonstration,23,,
82,63e60e5c86a07638e1044c27,0,demonstration,24,,
83,63e60e5c86a07638e1044c27,0,instruction,25,,
84,63e60e5c86a07638e1044c27,0,written_strategy,26,,
85,63e60e5c86a07638e1044c27,0,post_survey,27,,
86,63e60e5c86a07638e1044c27,0,debriefing,28,,
87,63e60e5c86a07638e1044c28,0,consent,0,,
88,63e60e5c86a07638e1044c28,0,instruction,1,,
89,63e60e5c86a07638e1044c28,0,practice,2,,
90,63e60e5c86a07638e1044c28,0,instruction,3,,
91,63e60e5c86a07638e1044c28,0,individual,4,,
92,63e60e5c86a07638e1044c28,0,individual,5,,
93,63e60e5c86a07638e1044c28,0,individual,6,,
94,63e60e5c86a07638e1044c28,0,individual,7,,
95,63e60e5c86a07638e1044c28,0,individual,8,,
96,63e60e5c86a07638e1044c28,0,individual,9,,
97,63e60e5c86a07638e1044c28,0,individual,10,,
98,63e60e5c86a07638e1044c28,0,individual,11,,
99,63e60e5c86a07638e1044c28,0,individual,12,,
100,63e60e5c86a07638e1044c28,0,individual,13,,
101,63e60e5c86a07638e1044c28,0,individual,14,,
102,63e60e5c86a07638e1044c28,0,individual,15,,
103,63e60e5c86a07638e1044c28,0,individual,16,,
104,63e60e5c86a07638e1044c28,0,individual,17,,
105,63e60e5c86a07638e1044c28,0,individual,18,,
106,63e60e5c86a07638e1044c28,0,individual,19,,
107,63e60e5c86a07638e1044c28,0,individual,20,,
108,63e60e5c86a07638e1044c28,0,individual,21,,
109,63e60e5c86a07638e1044c28,0,instruction,22,,
110,63e60e5c86a07638e1044c28,0,demonstration,23,,
111,63e60e5c86a07638e1044c28,0,demonstration,24,,
112,63e60e5c86a07638e1044c28,0,instruction,25,,
113,63e60e5c86a07638e1044c28,0,written_strategy,26,,
114,63e60e5c86a07638e1044c28,0,post_survey,27,,
115,63e60e5c86a07638e1044c28,0,debriefing,28,,
116,63e60e5c86a07638e1044c29,0,consent,0,,
117,63e60e5c86a07638e1044c29,0,instruction,1,,
118,63e60e5c86a07638e1044c29,0,practice,2,,
119,63e60e5c86a07638e1044c29,0,instruction,3,,
120,63e60e5c86a07638e1044c29,0,individual,4,,
121,63e60e5c86a07638e1044c29,0,individual,5,,
122,63e60e5c86a07638e1044c29,0,individual,6,,
123,63e60e5c86a07638e1044c29,0,individual,7,,
124,63e60e5c86a07638e1044c29,0,individual,8,,
125,63e60e5c86a07638e1044c29,0,individual,9,,
126,63e60e5c86a07638e1044c29,0,individual,10,,
127,63e60e5c86a07638e1044c29,0,individual,11,,
128,63e60e5c86a07638e1044c29,0,individual,12,,
129,63e60e5c86a07638e1044c29,0,individual,13,,
130,63e60e5c86a07638e1044c29,0,individual,14,,
131,63e60e5c86a07638e1044c29,0,individual,15,,
132,63e60e5c86a07638e1044c29,0,individual,16,,
133,63e60e5c86a07638e1044c29,0,individual,17,,
134,63e60e5c86a07638e1044c29,0,individual,18,,
135,63e60e5c86a07638e1044c29,0,individual,19,,
136,63e60e5c86a07638e1044c29,0,individual,20,,
137,63e60e5c86a07638e1044c29,0,individual,21,,
138,63e60e5c86a07638e1044c29,0,instruction,22,,
139,63e60e5c86a07638e1044c29,0,demonstration,23,,
140,63e60e5c86a07638e1044c29,0,demonstration,24,,
141,63e60e5c86a07638e1044c29,0,instruction,25,,
142,63e60e5c86a07638e1044c29,0,written_strategy,26,,
143,63e60e5c86a07638e1044c29,0,post_survey,27,,
144,63e60e5c86a07638e1044c29,0,debriefing,28,,
145,63e60e5c86a07638e1044c2a,0,consent,0,,
146,63e60e5c86a07638e1044c2a,0,instruction,1,,
147,63e60e5c86a07638e1044c2a,0,practice,2,,
148,63e60e5c86a07638e1044c2a,0,instruction,3,,
149,63e60e5c86a07638e1044c2a,0,individual,4,,
150,63e60e5c86a07638e1044c2a,0,individual,5,,
151,63e60e5c86a07638e1044c2a,0,individual,6,,
152,63e60e5c86a07638e1044c2a,0,individual,7,,
153,63e60e5c86a07638e1044c2a,0,individual,8,,
154,63e60e5c86a07638e1044c2a,0,individual,9,,
155,63e60e5c86a07638e1044c2a,0,individual,10,,
156,63e60e5c86a07638e1044c2a,0,individual,11,,
157,63e60e5c86a07638e1044c2a,0,individual,12,,
158,63e60e5c86a07638e1044c2a,0,individual,13,,
159,63e60e5c86a07638e1044c2a,0,individual,14,,
160,63e60e5c86a07638e1044c2a,0,individual,15,,
161,63e60e5c86a07638e1044c2a,0,individual,16,,
162,63e60e5c86a07638e1044c2a,0,individual,17,,
163,63e60e5c86a07638e1044c2a,0,individual,18,,
164,63e60e5c86a07638e1044c2a,0,individual,19,,
165,63e60e5c86a07638e1044c2a,0,individual,20,,
166,63e60e5c86a07638e1044c2a,0,individual,21,,
167,63e60e5c86a07638e1044c2a,0,instruction,22,,
168,63e60e5c86a07638e1044c2a,0,demonstration,23,,
169,63e60e5c86a07638e1044c2a,0,demonstration,24,,
170,63e60e5c86a07638e1044c2a,0,instruction,25,,
171,63e60e5c86a07638e1044c2a,0,written_strategy,26,,
172,63e60e5c86a07638e1044c2a,0,post_survey,27,,
173,63e60e5c86a07638e1044c2a,0,debriefing,28,,
174,63e60e5c86a07638e1044c2b,0,consent,0,,
175,63e60e5c86a07638e1044c2b,0,instruction,1,,
176,63e60e5c86a07638e1044c2b,0,practice,2,,
177,63e60e5c86a07638e1044c2b,0,instruction,3,,
178,63e60e5c86a07638e1044c2b,0,individual,4,,
179,63e60e5c86a07638e1044c2b,0,individual,5,,
180,63e60e5c86a07638e1044c2b,0,individual,6,,
181,63e60e5c86a07638e1044c2b,0,individual,7,,
182,63e60e5c86a07638e1044c2b,0,individual,8,,
183,63e60e5c86a07638e1044c2b,0,individual,9,,
184,63e60e5c86a07638e1044c2b,0,individual,10,,
185,63e60e5c86a07638e1044c2b,0,individual,11,,
186,63e60e5c86a07638e1044c2b,0,individual,12,,
187,63e60e5c86a07638e1044c2b,0,individual,13,,
188,63e60e5c86a07638e1044c2b,0,individual,14,,
189,63e60e5c86a07638e1044c2b,0,individual,15,,
190,63e60e5c86a07638e1044c2b,0,individual,16,,
191,63e60e5c86a07638e1044c2b,0,individual,17,,
192,63e60e5c86a07638e1044c2b,0,individual,18,,
193,63e60e5c86a07638e1044c2b,0,individual,19,,
194,63e60e5c86a07638e1044c2b,0,individual,20,,
195,63e60e5c86a07638e1044c2b,0,individual,21,,
196,63e60e5c86a07638e1044c2b,0,instruction,22,,
197,63e60e5c86a07638e1044c2b,0,demonstration,23,,
198,63e60e5c86a07638e1044c2b,0,demonstration,24,,
199,63e60e5c86a07638e1044c2b,0,instruction,25,,
200,63e60e5c86a07638e1044c2b,0,written_strategy,26,,
201,63e60e5c86a07638e1044c2b,0,post_survey,27,,
202,63e60e5c86a07638e1044c2b,0,debriefing,28,,
203,63e60e5c86a07638e1044c2c,0,consent,0,,
204,63e60e5c86a07638e1044c2c,0,instruction,1,,
205,63e60e5c86a07638e1044c2c,0,practice,2,,
206,63e60e5c86a07638e1044c2c,0,instruction,3,,
207,63e60e5c86a07638e1044c2c,0,individual,4,,
208,63e60e5c86a07638e1044c2c,0,individual,5,,
209,63e60e5c86a07638e1044c2c,0,individual,6,,
210,63e60e5c86a07638e1044c2c,0,individual,7,,
211,63e60e5c86a07638e1044c2c,0,individual,8,,
212,63e60e5c86a07638e1044c2c,0,individual,9,,
213,63e60e5c86a07638e1044c2c,0,individual,10,,
214,63e60e5c86a07638e1044c2c,0,individual,11,,
215,63e60e5c86a07638e1044c2c,0,individual,12,,
216,63e60e5c86a07638e1044c2c,0,individual,13,,
217,63e60e5c86a07638e1044c2c,0,individual,14,,
218,63e60e5c86a07638e1044c2c,0,individual,15,,
219,63e60e5c86a07638e1044c2c,0,individual,16,,
220,63e60e5c86a07638e1044c2c,0,individual,17,,
221,63e60e5c86a07638e1044c2c,0,individual,18,,
222,63e60e5c86a07638e1044c2c,0,individual,19,,
223,63e60e5c86a07638e1044c2c,0,individual,20,,
224,63e60e5c86a07638e1044c2c,0,individual,21,,
225,63e60e5c86a07638e1044c2c,0,instruction,22,,
226,63e60e5c86a07638e1044c2c,0,demonstration,23,,
227,63e60e5c86a07638e1044c2c,0,demonstration,24,,
228,63e60e5c86a07638e1044c2c,0,instruction,25,,
229,63e60e5c86a07638e1044c2c,0,written_strategy,26,,
230,63e60e5c86a07638e1044c2c,0,post_survey,27,,
231,63e60e5c86a07638e1044c2c,0,debriefing,28,,
232,63e60e5c86a07638e1044c2d,0,consent,0,,
233,63e60e5c86a07638e1044c2d,0,instruction,1,,
234,63e60e5c86a07638e1044c2d,0,practice,2,,
235,63e60e5c86a07638e1044c2d,0,instruction,3,,
236,63e60e5c86a07638e1044c2d,0,individual,4,,
237,63e60e5c86a07638e1044c2d,0,individual,5,,
238,63e60e5c86a07638e1044c2d,0,individual,6,,
239,63e60e5c86a07638e1044c2d,0,individual,7,,
240,63e60e5c86a07638e1044c2d,0,individual,8,,
241,63e60e5c86a07638e1044c2d,0,individual,9,,
242,63e60e5c86a07638e1044c2d,0,individual,10,,
243,63e60e5c86a07638e1044c2d,0,individual,11,,
244,63e60e5c86a07638e1044c2d,0,individual,12,,
245,63e60e5c86a07638e1044c2d,0,individual,13,,
246,63e60e5c86a07638e1044c2d,0,individual,14,,
247,63e60e5c86a07638e1044c2d,0,individual,15,,
248,63e60e5c86a07638e1044c2d,0,individual,16,,
249,63e60e5c86a07638e1044c2d,0,individual,17,,
250,63e60e5c86a07638e1044c2d,0,individual,18,,
251,63e60e5c86a07638e1044c2d,0,individual,19,,
252,63e60e5c86a07638e1044c2d,0,individual,20,,
253,63e60e5c86a07638e1044c2d,0,individual,21,,
254,63e60e5c86a07638e1044c2d,0,instruction,22,,
255,63e60e5c86a07638e1044c2d,0,demonstration,23,,
256,63e60e5c86a07638e1044c2d,0,demonstration,24,,
257,63e60e5c86a07638e1044c2d,0,instruction,25,,
258,63e60e5c86a07638e1044c2d,0,written_strategy,26,,
259,63e60e5c86a07638e1044c2d,0,post_survey,27,,
260,63e60e5c86a07638e1044c2d,0,debriefing,28,,
261,63e60e5c86a07638e1044c2e,0,consent,0,,
262,63e60e5c86a07638e1044c2e,0,instruction,1,,
263,63e60e5c86a07638e1044c2e,0,practice,2,,
264,63e60e5c86a07638e1044c2e,0,instruction,3,,
265,63e60e5c86a07638e1044c2e,0,individual,4,,
266,63e60e5c86a07638e1044c2e,0,individual,5,,
267,63e60e5c86a07638e1044c2e,0,individual,6,,
268,63e60e5c86a07638e1044c2e,0,individual,7,,
269,63e60e5c86a07638e1044c2e,0,individual,8,,
270,63e60e5c86a07638e1044c2e,0,individual,9,,
271,63e60e5c86a07638e1044c2e,0,individual,10,,
272,63e60e5c86a07638e1044c2e,0,individual,11,,
273,63e60e5c86a07638e1044c2e,0,individual,12,,
274,63e60e5c86a07638e1044c2e,0,individual,13,,
275,63e60e5c86a07638e1044c2e,0,individual,14,,
276,63e60e5c86a07638e1044c2e,0,individual,15,,
277,63e60e5c86a07638e1044c2e,0,individual,16,,
278,63e60e5c86a07638e1044c2e,0,individual,17,,
279,63e60e5c86a07638e1044c2e,0,individual,18,,
